Namespace(batch_size=32, data_dir='./data/HDUOJ', data_name='HDUOJ', dataset_type='HDUOJ', decay_epoch=20, final_fc_dim=100, final_lr=1e-05, future_sequence_len=2, generate_files=0, gpu=1, init_lr=0.01, init_std=0.1, learning_trend_embed_dim=200, load='HDUOJ', lr=0.01, lr_decay=0, max_iter=20, maxgradnorm=50.0, memory_key_state_dim=50, memory_size=20, memory_value_state_dim=200, model_type='FINER-LSTMA', momentum=0.9, n_question=5320, num_attention_heads=4, picture=1, q_embed_dim=50, qa_embed_dim=200, read_dim=100, save='HDUOJ', seed=1, seqlen=100, show=True, similar_user_num=2, test=False, train_test=0, wd=5e-05)Epoch 1/20, loss : 0.31974, auc : 0.92772, accuracy : 0.87343
Epoch 1/20, valid auc : 0.91194, valid accuracy : 0.84700
0.0000 to 0.9119
test_auc: 0.6138	test_accuracy: 0.5758	test_loss: 0.6869	
82test_auc: 0.9283	test_accuracy: 0.8767	test_loss: nan	
83test_auc: 0.9261	test_accuracy: 0.8811	test_loss: nan	
84test_auc: 0.9317	test_accuracy: 0.8842	test_loss: nan	
85test_auc: 0.9212	test_accuracy: 0.8784	test_loss: nan	
86test_auc: 0.9298	test_accuracy: 0.8905	test_loss: nan	
87test_auc: 0.9301	test_accuracy: 0.8834	test_loss: nan	
88test_auc: 0.9246	test_accuracy: 0.8809	test_loss: nan	
89test_auc: 0.9327	test_accuracy: 0.8789	test_loss: nan	
90test_auc: 0.9176	test_accuracy: 0.8677	test_loss: nan	
91test_auc: 0.9253	test_accuracy: 0.8783	test_loss: nan	
92test_auc: 0.9283	test_accuracy: 0.8757	test_loss: nan	
93test_auc: 0.9316	test_accuracy: 0.8801	test_loss: nan	
94test_auc: 0.9214	test_accuracy: 0.8733	test_loss: nan	
95test_auc: 0.9197	test_accuracy: 0.8724	test_loss: nan	
96test_auc: 0.9127	test_accuracy: 0.8700	test_loss: nan	
97test_auc: 0.9240	test_accuracy: 0.8796	test_loss: nan	
98test_auc: 0.9225	test_accuracy: 0.8834	test_loss: nan	
99Epoch 2/20, loss : 0.28912, auc : 0.94230, accuracy : 0.88855
Epoch 2/20, valid auc : 0.91295, valid accuracy : 0.85304
0.9119 to 0.9129
test_auc: 0.6143	test_accuracy: 0.5745	test_loss: 0.6838	
0test_auc: 0.8385	test_accuracy: 0.8242	test_loss: 0.4613	
1test_auc: 0.8948	test_accuracy: 0.8606	test_loss: 0.3701	
2test_auc: 0.9169	test_accuracy: 0.8795	test_loss: 0.3271	
3test_auc: 0.9216	test_accuracy: 0.8818	test_loss: 0.3180	
4test_auc: 0.9218	test_accuracy: 0.8788	test_loss: 0.3186	
5test_auc: 0.9223	test_accuracy: 0.8810	test_loss: 0.3156	
6test_auc: 0.9282	test_accuracy: 0.8840	test_loss: 0.3092	
7test_auc: 0.9279	test_accuracy: 0.8830	test_loss: 0.3075	
8test_auc: 0.9297	test_accuracy: 0.8814	test_loss: 0.3100	
9test_auc: 0.9281	test_accuracy: 0.8784	test_loss: nan	
10test_auc: 0.9259	test_accuracy: 0.8791	test_loss: nan	
11test_auc: 0.9275	test_accuracy: 0.8775	test_loss: nan	
12test_auc: 0.9267	test_accuracy: 0.8822	test_loss: nan	
13test_auc: 0.9319	test_accuracy: 0.8855	test_loss: nan	
14test_auc: 0.9304	test_accuracy: 0.8808	test_loss: nan	
15test_auc: 0.9297	test_accuracy: 0.8804	test_loss: nan	
16test_auc: 0.9285	test_accuracy: 0.8778	test_loss: nan	
17test_auc: 0.9266	test_accuracy: 0.8784	test_loss: nan	
18test_auc: 0.9291	test_accuracy: 0.8828	test_loss: nan	
19test_auc: 0.9308	test_accuracy: 0.8815	test_loss: nan	
20test_auc: 0.9292	test_accuracy: 0.8831	test_loss: nan	
21test_auc: 0.9281	test_accuracy: 0.8768	test_loss: nan	
22test_auc: 0.9327	test_accuracy: 0.8828	test_loss: nan	
23test_auc: 0.9322	test_accuracy: 0.8818	test_loss: nan	
24test_auc: 0.9288	test_accuracy: 0.8833	test_loss: nan	
25test_auc: 0.9296	test_accuracy: 0.8822	test_loss: nan	
26test_auc: 0.9250	test_accuracy: 0.8769	test_loss: nan	
27test_auc: 0.9276	test_accuracy: 0.8755	test_loss: nan	
28test_auc: 0.9291	test_accuracy: 0.8802	test_loss: nan	
29test_auc: 0.9251	test_accuracy: 0.8789	test_loss: nan	
30test_auc: 0.9284	test_accuracy: 0.8812	test_loss: nan	
31test_auc: 0.9235	test_accuracy: 0.8732	test_loss: nan	
32test_auc: 0.9304	test_accuracy: 0.8826	test_loss: nan	
33test_auc: 0.9249	test_accuracy: 0.8777	test_loss: nan	
34test_auc: 0.9196	test_accuracy: 0.8718	test_loss: nan	
35test_auc: 0.9226	test_accuracy: 0.8714	test_loss: nan	
36test_auc: 0.9189	test_accuracy: 0.8710	test_loss: nan	
37test_auc: 0.9307	test_accuracy: 0.8818	test_loss: nan	
38test_auc: 0.9271	test_accuracy: 0.8796	test_loss: nan	
39test_auc: 0.9280	test_accuracy: 0.8761	test_loss: nan	
40test_auc: 0.9257	test_accuracy: 0.8808	test_loss: nan	
41test_auc: 0.9299	test_accuracy: 0.8862	test_loss: nan	
42test_auc: 0.9303	test_accuracy: 0.8847	test_loss: nan	
43test_auc: 0.9262	test_accuracy: 0.8788	test_loss: nan	
44test_auc: 0.9257	test_accuracy: 0.8806	test_loss: nan	
45test_auc: 0.9265	test_accuracy: 0.8741	test_loss: nan	
46test_auc: 0.9312	test_accuracy: 0.8822	test_loss: nan	
47test_auc: 0.9218	test_accuracy: 0.8707	test_loss: nan	
48test_auc: 0.9228	test_accuracy: 0.8720	test_loss: nan	
49test_auc: 0.9300	test_accuracy: 0.8796	test_loss: nan	
50test_auc: 0.9286	test_accuracy: 0.8800	test_loss: nan	
51test_auc: 0.9260	test_accuracy: 0.8843	test_loss: nan	
52test_auc: 0.9302	test_accuracy: 0.8831	test_loss: nan	
53test_auc: 0.9337	test_accuracy: 0.8851	test_loss: nan	
54test_auc: 0.9259	test_accuracy: 0.8797	test_loss: nan	
55test_auc: 0.9312	test_accuracy: 0.8905	test_loss: nan	
56test_auc: 0.9191	test_accuracy: 0.8689	test_loss: nan	
57test_auc: 0.9322	test_accuracy: 0.8862	test_loss: nan	
58test_auc: 0.9325	test_accuracy: 0.8817	test_loss: nan	
59test_auc: 0.9298	test_accuracy: 0.8798	test_loss: nan	
60test_auc: 0.9291	test_accuracy: 0.8832	test_loss: nan	
61test_auc: 0.9261	test_accuracy: 0.8798	test_loss: nan	
62test_auc: 0.9241	test_accuracy: 0.8787	test_loss: nan	
63test_auc: 0.9321	test_accuracy: 0.8814	test_loss: nan	
64test_auc: 0.9325	test_accuracy: 0.8881	test_loss: nan	
65test_auc: 0.9243	test_accuracy: 0.8752	test_loss: nan	
66test_auc: 0.9255	test_accuracy: 0.8789	test_loss: nan	
67test_auc: 0.9277	test_accuracy: 0.8832	test_loss: nan	
68test_auc: 0.9301	test_accuracy: 0.8794	test_loss: nan	
69test_auc: 0.9232	test_accuracy: 0.8837	test_loss: nan	
70test_auc: 0.9254	test_accuracy: 0.8752	test_loss: nan	
71test_auc: 0.9294	test_accuracy: 0.8836	test_loss: nan	
72test_auc: 0.9317	test_accuracy: 0.8889	test_loss: nan	
73test_auc: 0.9355	test_accuracy: 0.8871	test_loss: nan	
74test_auc: 0.9336	test_accuracy: 0.8849	test_loss: nan	
75test_auc: 0.9354	test_accuracy: 0.8881	test_loss: nan	
76test_auc: 0.9316	test_accuracy: 0.8801	test_loss: nan	
77test_auc: 0.9291	test_accuracy: 0.8853	test_loss: nan	
78test_auc: 0.9287	test_accuracy: 0.8831	test_loss: nan	
79test_auc: 0.9266	test_accuracy: 0.8829	test_loss: nan	
80test_auc: 0.9310	test_accuracy: 0.8826	test_loss: nan	
81test_auc: 0.9277	test_accuracy: 0.8826	test_loss: nan	
82test_auc: 0.9305	test_accuracy: 0.8758	test_loss: nan	
83test_auc: 0.9281	test_accuracy: 0.8836	test_loss: nan	
84test_auc: 0.9323	test_accuracy: 0.8858	test_loss: nan	
85test_auc: 0.9229	test_accuracy: 0.8810	test_loss: nan	
86test_auc: 0.9297	test_accuracy: 0.8925	test_loss: nan	
87test_auc: 0.9302	test_accuracy: 0.8831	test_loss: nan	
88test_auc: 0.9252	test_accuracy: 0.8849	test_loss: nan	
89test_auc: 0.9305	test_accuracy: 0.8831	test_loss: nan	
90test_auc: 0.9175	test_accuracy: 0.8711	test_loss: nan	
91test_auc: 0.9268	test_accuracy: 0.8793	test_loss: nan	
92test_auc: 0.9296	test_accuracy: 0.8799	test_loss: nan	
93test_auc: 0.9325	test_accuracy: 0.8844	test_loss: nan	
94test_auc: 0.9221	test_accuracy: 0.8740	test_loss: nan	
95test_auc: 0.9205	test_accuracy: 0.8746	test_loss: nan	
96test_auc: 0.9158	test_accuracy: 0.8719	test_loss: nan	
97test_auc: 0.9259	test_accuracy: 0.8822	test_loss: nan	
98test_auc: 0.9254	test_accuracy: 0.8853	test_loss: nan	
99Epoch 3/20, loss : 0.27815, auc : 0.94692, accuracy : 0.89200
Epoch 3/20, valid auc : 0.91467, valid accuracy : 0.85506
0.9129 to 0.9147
test_auc: 0.6142	test_accuracy: 0.5785	test_loss: 0.6851	
0test_auc: 0.8430	test_accuracy: 0.8323	test_loss: 0.4618	
1test_auc: 0.9001	test_accuracy: 0.8635	test_loss: 0.3678	
2test_auc: 0.9236	test_accuracy: 0.8800	test_loss: 0.3199	
3test_auc: 0.9265	test_accuracy: 0.8818	test_loss: 0.3144	
4test_auc: 0.9270	test_accuracy: 0.8791	test_loss: 0.3135	
5test_auc: 0.9269	test_accuracy: 0.8814	test_loss: 0.3121	
6test_auc: 0.9312	test_accuracy: 0.8838	test_loss: 0.3066	
7test_auc: 0.9319	test_accuracy: 0.8831	test_loss: 0.3032	
8test_auc: 0.9332	test_accuracy: 0.8834	test_loss: 0.3054	
9test_auc: 0.9320	test_accuracy: 0.8787	test_loss: nan	
10test_auc: 0.9292	test_accuracy: 0.8795	test_loss: nan	
11test_auc: 0.9303	test_accuracy: 0.8784	test_loss: nan	
12test_auc: 0.9302	test_accuracy: 0.8809	test_loss: nan	
13test_auc: 0.9340	test_accuracy: 0.8848	test_loss: nan	
14test_auc: 0.9325	test_accuracy: 0.8818	test_loss: nan	
15test_auc: 0.9320	test_accuracy: 0.8813	test_loss: nan	
16test_auc: 0.9315	test_accuracy: 0.8786	test_loss: nan	
17test_auc: 0.9303	test_accuracy: 0.8788	test_loss: nan	
18test_auc: 0.9324	test_accuracy: 0.8847	test_loss: nan	
19test_auc: 0.9330	test_accuracy: 0.8803	test_loss: nan	
20test_auc: 0.9315	test_accuracy: 0.8858	test_loss: nan	
21test_auc: 0.9298	test_accuracy: 0.8801	test_loss: nan	
22test_auc: 0.9352	test_accuracy: 0.8854	test_loss: nan	
23test_auc: 0.9343	test_accuracy: 0.8828	test_loss: nan	
24test_auc: 0.9297	test_accuracy: 0.8848	test_loss: nan	
25test_auc: 0.9310	test_accuracy: 0.8825	test_loss: nan	
26test_auc: 0.9270	test_accuracy: 0.8775	test_loss: nan	
27test_auc: 0.9289	test_accuracy: 0.8766	test_loss: nan	
28test_auc: 0.9311	test_accuracy: 0.8799	test_loss: nan	
29test_auc: 0.9272	test_accuracy: 0.8779	test_loss: nan	
30test_auc: 0.9299	test_accuracy: 0.8814	test_loss: nan	
31test_auc: 0.9247	test_accuracy: 0.8756	test_loss: nan	
32test_auc: 0.9324	test_accuracy: 0.8823	test_loss: nan	
33test_auc: 0.9273	test_accuracy: 0.8784	test_loss: nan	
34test_auc: 0.9217	test_accuracy: 0.8715	test_loss: nan	
35test_auc: 0.9257	test_accuracy: 0.8723	test_loss: nan	
36test_auc: 0.9220	test_accuracy: 0.8749	test_loss: nan	
37test_auc: 0.9332	test_accuracy: 0.8837	test_loss: nan	
38test_auc: 0.9281	test_accuracy: 0.8782	test_loss: nan	
39test_auc: 0.9296	test_accuracy: 0.8773	test_loss: nan	
40test_auc: 0.9281	test_accuracy: 0.8803	test_loss: nan	
41test_auc: 0.9316	test_accuracy: 0.8865	test_loss: nan	
42test_auc: 0.9300	test_accuracy: 0.8849	test_loss: nan	
43test_auc: 0.9277	test_accuracy: 0.8784	test_loss: nan	
44test_auc: 0.9280	test_accuracy: 0.8804	test_loss: nan	
45test_auc: 0.9270	test_accuracy: 0.8755	test_loss: nan	
46test_auc: 0.9328	test_accuracy: 0.8809	test_loss: nan	
47test_auc: 0.9224	test_accuracy: 0.8697	test_loss: nan	
48test_auc: 0.9225	test_accuracy: 0.8696	test_loss: nan	
49test_auc: 0.9304	test_accuracy: 0.8792	test_loss: nan	
50test_auc: 0.9300	test_accuracy: 0.8824	test_loss: nan	
51test_auc: 0.9285	test_accuracy: 0.8833	test_loss: nan	
52test_auc: 0.9331	test_accuracy: 0.8857	test_loss: nan	
53test_auc: 0.9339	test_accuracy: 0.8845	test_loss: nan	
54test_auc: 0.9264	test_accuracy: 0.8777	test_loss: nan	
55test_auc: 0.9323	test_accuracy: 0.8880	test_loss: nan	
56test_auc: 0.9200	test_accuracy: 0.8693	test_loss: nan	
57test_auc: 0.9327	test_accuracy: 0.8877	test_loss: nan	
58test_auc: 0.9342	test_accuracy: 0.8825	test_loss: nan	
59test_auc: 0.9304	test_accuracy: 0.8808	test_loss: nan	
60test_auc: 0.9301	test_accuracy: 0.8821	test_loss: nan	
61test_auc: 0.9270	test_accuracy: 0.8809	test_loss: nan	
62test_auc: 0.9253	test_accuracy: 0.8791	test_loss: nan	
63test_auc: 0.9333	test_accuracy: 0.8821	test_loss: nan	
64test_auc: 0.9342	test_accuracy: 0.8857	test_loss: nan	
65test_auc: 0.9252	test_accuracy: 0.8776	test_loss: nan	
66test_auc: 0.9272	test_accuracy: 0.8779	test_loss: nan	
67test_auc: 0.9282	test_accuracy: 0.8842	test_loss: nan	
68test_auc: 0.9314	test_accuracy: 0.8773	test_loss: nan	
69test_auc: 0.9255	test_accuracy: 0.8818	test_loss: nan	
70test_auc: 0.9275	test_accuracy: 0.8766	test_loss: nan	
71test_auc: 0.9316	test_accuracy: 0.8815	test_loss: nan	
72test_auc: 0.9342	test_accuracy: 0.8908	test_loss: nan	
73test_auc: 0.9364	test_accuracy: 0.8877	test_loss: nan	
74test_auc: 0.9349	test_accuracy: 0.8854	test_loss: nan	
75test_auc: 0.9370	test_accuracy: 0.8893	test_loss: nan	
76test_auc: 0.9321	test_accuracy: 0.8801	test_loss: nan	
77test_auc: 0.9312	test_accuracy: 0.8879	test_loss: nan	
78test_auc: 0.9289	test_accuracy: 0.8845	test_loss: nan	
79test_auc: 0.9290	test_accuracy: 0.8826	test_loss: nan	
80test_auc: 0.9315	test_accuracy: 0.8853	test_loss: nan	
81test_auc: 0.9289	test_accuracy: 0.8822	test_loss: nan	
82test_auc: 0.9335	test_accuracy: 0.8780	test_loss: nan	
83test_auc: 0.9314	test_accuracy: 0.8817	test_loss: nan	
84test_auc: 0.9338	test_accuracy: 0.8855	test_loss: nan	
85test_auc: 0.9237	test_accuracy: 0.8817	test_loss: nan	
86test_auc: 0.9308	test_accuracy: 0.8938	test_loss: nan	
87test_auc: 0.9303	test_accuracy: 0.8827	test_loss: nan	
88test_auc: 0.9273	test_accuracy: 0.8843	test_loss: nan	
89test_auc: 0.9322	test_accuracy: 0.8837	test_loss: nan	
90test_auc: 0.9201	test_accuracy: 0.8736	test_loss: nan	
91test_auc: 0.9287	test_accuracy: 0.8797	test_loss: nan	
92test_auc: 0.9304	test_accuracy: 0.8803	test_loss: nan	
93test_auc: 0.9332	test_accuracy: 0.8837	test_loss: nan	
94test_auc: 0.9236	test_accuracy: 0.8762	test_loss: nan	
95test_auc: 0.9235	test_accuracy: 0.8783	test_loss: nan	
96test_auc: 0.9176	test_accuracy: 0.8734	test_loss: nan	
97test_auc: 0.9278	test_accuracy: 0.8837	test_loss: nan	
98test_auc: 0.9288	test_accuracy: 0.8850	test_loss: nan	
99Epoch 4/20, loss : 0.27019, auc : 0.95038, accuracy : 0.89539
Epoch 4/20, valid auc : 0.91525, valid accuracy : 0.85414
0.9147 to 0.9153
test_auc: 0.6164	test_accuracy: 0.5309	test_loss: 0.7047	
0test_auc: 0.8486	test_accuracy: 0.8296	test_loss: 0.4638	
1test_auc: 0.9035	test_accuracy: 0.8647	test_loss: 0.3656	
2test_auc: 0.9259	test_accuracy: 0.8823	test_loss: 0.3173	
3test_auc: 0.9287	test_accuracy: 0.8817	test_loss: 0.3118	
4test_auc: 0.9286	test_accuracy: 0.8812	test_loss: 0.3113	
5test_auc: 0.9291	test_accuracy: 0.8830	test_loss: 0.3093	
6test_auc: 0.9331	test_accuracy: 0.8845	test_loss: 0.3045	
7test_auc: 0.9337	test_accuracy: 0.8851	test_loss: 0.3011	
8test_auc: 0.9356	test_accuracy: 0.8837	test_loss: 0.3022	
9test_auc: 0.9333	test_accuracy: 0.8797	test_loss: nan	
10test_auc: 0.9304	test_accuracy: 0.8799	test_loss: nan	
11test_auc: 0.9316	test_accuracy: 0.8785	test_loss: nan	
12test_auc: 0.9309	test_accuracy: 0.8795	test_loss: nan	
13test_auc: 0.9353	test_accuracy: 0.8861	test_loss: nan	
14test_auc: 0.9333	test_accuracy: 0.8813	test_loss: nan	
15test_auc: 0.9333	test_accuracy: 0.8818	test_loss: nan	
16test_auc: 0.9323	test_accuracy: 0.8777	test_loss: nan	
17test_auc: 0.9312	test_accuracy: 0.8824	test_loss: nan	
18test_auc: 0.9332	test_accuracy: 0.8840	test_loss: nan	
19test_auc: 0.9339	test_accuracy: 0.8790	test_loss: nan	
20test_auc: 0.9331	test_accuracy: 0.8856	test_loss: nan	
21test_auc: 0.9311	test_accuracy: 0.8790	test_loss: nan	
22test_auc: 0.9351	test_accuracy: 0.8856	test_loss: nan	
23test_auc: 0.9355	test_accuracy: 0.8811	test_loss: nan	
24test_auc: 0.9311	test_accuracy: 0.8860	test_loss: nan	
25test_auc: 0.9320	test_accuracy: 0.8802	test_loss: nan	
26test_auc: 0.9281	test_accuracy: 0.8765	test_loss: nan	
27test_auc: 0.9303	test_accuracy: 0.8750	test_loss: nan	
28test_auc: 0.9317	test_accuracy: 0.8797	test_loss: nan	
29test_auc: 0.9281	test_accuracy: 0.8774	test_loss: nan	
30test_auc: 0.9314	test_accuracy: 0.8804	test_loss: nan	
31test_auc: 0.9252	test_accuracy: 0.8743	test_loss: nan	
32test_auc: 0.9331	test_accuracy: 0.8834	test_loss: nan	
33test_auc: 0.9277	test_accuracy: 0.8782	test_loss: nan	
34test_auc: 0.9231	test_accuracy: 0.8707	test_loss: nan	
35test_auc: 0.9265	test_accuracy: 0.8720	test_loss: nan	
36test_auc: 0.9232	test_accuracy: 0.8733	test_loss: nan	
37test_auc: 0.9342	test_accuracy: 0.8826	test_loss: nan	
38test_auc: 0.9292	test_accuracy: 0.8779	test_loss: nan	
39test_auc: 0.9312	test_accuracy: 0.8794	test_loss: nan	
40test_auc: 0.9292	test_accuracy: 0.8800	test_loss: nan	
41test_auc: 0.9320	test_accuracy: 0.8847	test_loss: nan	
42test_auc: 0.9312	test_accuracy: 0.8821	test_loss: nan	
43test_auc: 0.9289	test_accuracy: 0.8798	test_loss: nan	
44test_auc: 0.9288	test_accuracy: 0.8809	test_loss: nan	
45test_auc: 0.9287	test_accuracy: 0.8748	test_loss: nan	
46test_auc: 0.9338	test_accuracy: 0.8837	test_loss: nan	
47test_auc: 0.9232	test_accuracy: 0.8688	test_loss: nan	
48test_auc: 0.9228	test_accuracy: 0.8686	test_loss: nan	
49test_auc: 0.9321	test_accuracy: 0.8787	test_loss: nan	
50test_auc: 0.9310	test_accuracy: 0.8840	test_loss: nan	
51test_auc: 0.9288	test_accuracy: 0.8831	test_loss: nan	
52test_auc: 0.9348	test_accuracy: 0.8837	test_loss: nan	
53test_auc: 0.9351	test_accuracy: 0.8843	test_loss: nan	
54test_auc: 0.9279	test_accuracy: 0.8766	test_loss: nan	
55test_auc: 0.9323	test_accuracy: 0.8871	test_loss: nan	
56test_auc: 0.9220	test_accuracy: 0.8686	test_loss: nan	
57test_auc: 0.9339	test_accuracy: 0.8866	test_loss: nan	
58test_auc: 0.9346	test_accuracy: 0.8825	test_loss: nan	
59test_auc: 0.9317	test_accuracy: 0.8808	test_loss: nan	
60test_auc: 0.9315	test_accuracy: 0.8835	test_loss: nan	
61test_auc: 0.9297	test_accuracy: 0.8802	test_loss: nan	
62test_auc: 0.9265	test_accuracy: 0.8808	test_loss: nan	
63test_auc: 0.9344	test_accuracy: 0.8812	test_loss: nan	
64test_auc: 0.9354	test_accuracy: 0.8876	test_loss: nan	
65test_auc: 0.9263	test_accuracy: 0.8784	test_loss: nan	
66test_auc: 0.9283	test_accuracy: 0.8769	test_loss: nan	
67test_auc: 0.9294	test_accuracy: 0.8817	test_loss: nan	
68test_auc: 0.9317	test_accuracy: 0.8745	test_loss: nan	
69test_auc: 0.9273	test_accuracy: 0.8795	test_loss: nan	
70test_auc: 0.9283	test_accuracy: 0.8736	test_loss: nan	
71test_auc: 0.9321	test_accuracy: 0.8801	test_loss: nan	
72test_auc: 0.9353	test_accuracy: 0.8875	test_loss: nan	
73test_auc: 0.9378	test_accuracy: 0.8871	test_loss: nan	
