Namespace(batch_size=32, data_dir='./data/HDUOJ', data_name='HDUOJ', dataset_type='HDUOJ', decay_epoch=20, final_fc_dim=100, final_lr=1e-05, future_sequence_len=2, generate_files=0, gpu=1, init_lr=0.01, init_std=0.1, learning_trend_embed_dim=200, load='HDUOJ', lr=0.01, lr_decay=0, max_iter=20, maxgradnorm=50.0, memory_key_state_dim=50, memory_size=20, memory_value_state_dim=200, model_type='FINER-SAKT', momentum=0.9, n_question=5320, num_attention_heads=4, picture=1, q_embed_dim=50, qa_embed_dim=200, read_dim=100, save='HDUOJ', seed=1, seqlen=100, show=True, similar_user_num=2, test=False, train_test=0, wd=5e-05)Epoch 1/20, loss : 0.32420, auc : 0.92536, accuracy : 0.87118
Epoch 1/20, valid auc : 0.90976, valid accuracy : 0.84842
0.0000 to 0.9098
test_auc: 0.6052	test_accuracy: 0.5787	test_loss: 0.6772	
73test_auc: 0.9311	test_accuracy: 0.8726	test_loss: nan	
74test_auc: 0.9248	test_accuracy: 0.8585	test_loss: nan	
75test_auc: 0.9314	test_accuracy: 0.8676	test_loss: nan	
76test_auc: 0.9221	test_accuracy: 0.8506	test_loss: nan	
77test_auc: 0.9221	test_accuracy: 0.8581	test_loss: nan	
78test_auc: 0.9200	test_accuracy: 0.8579	test_loss: nan	
79test_auc: 0.9218	test_accuracy: 0.8751	test_loss: nan	
80test_auc: 0.9239	test_accuracy: 0.8586	test_loss: nan	
81test_auc: 0.9202	test_accuracy: 0.8585	test_loss: nan	
82test_auc: 0.9207	test_accuracy: 0.8514	test_loss: nan	
83test_auc: 0.9214	test_accuracy: 0.8516	test_loss: nan	
84test_auc: 0.9283	test_accuracy: 0.8605	test_loss: nan	
85test_auc: 0.9161	test_accuracy: 0.8544	test_loss: nan	
86test_auc: 0.9255	test_accuracy: 0.8638	test_loss: nan	
87test_auc: 0.9225	test_accuracy: 0.8540	test_loss: nan	
88test_auc: 0.9193	test_accuracy: 0.8555	test_loss: nan	
89test_auc: 0.9249	test_accuracy: 0.8515	test_loss: nan	
90test_auc: 0.9120	test_accuracy: 0.8430	test_loss: nan	
91test_auc: 0.9187	test_accuracy: 0.8483	test_loss: nan	
92test_auc: 0.9228	test_accuracy: 0.8451	test_loss: nan	
93test_auc: 0.9243	test_accuracy: 0.8509	test_loss: nan	
94test_auc: 0.9129	test_accuracy: 0.8454	test_loss: nan	
95test_auc: 0.9117	test_accuracy: 0.8430	test_loss: nan	
96test_auc: 0.9046	test_accuracy: 0.8400	test_loss: nan	
97test_auc: 0.9164	test_accuracy: 0.8480	test_loss: nan	
98test_auc: 0.9166	test_accuracy: 0.8514	test_loss: nan	
99Epoch 2/20, loss : 0.28715, auc : 0.94316, accuracy : 0.88844
Epoch 2/20, valid auc : 0.91258, valid accuracy : 0.85496
0.9098 to 0.9126
test_auc: 0.5986	test_accuracy: 0.5793	test_loss: 0.6820	
0test_auc: 0.8538	test_accuracy: 0.8267	test_loss: 0.4346	
1test_auc: 0.9055	test_accuracy: 0.8649	test_loss: 0.3571	
2test_auc: 0.9240	test_accuracy: 0.8795	test_loss: 0.3182	
3test_auc: 0.9277	test_accuracy: 0.8830	test_loss: 0.3085	
4test_auc: 0.9255	test_accuracy: 0.8801	test_loss: 0.3121	
5test_auc: 0.9253	test_accuracy: 0.8816	test_loss: 0.3114	
6test_auc: 0.9295	test_accuracy: 0.8818	test_loss: 0.3069	
7test_auc: 0.9302	test_accuracy: 0.8851	test_loss: 0.3031	
8test_auc: 0.9313	test_accuracy: 0.8840	test_loss: 0.3028	
9test_auc: 0.9299	test_accuracy: 0.8808	test_loss: nan	
10test_auc: 0.9268	test_accuracy: 0.8797	test_loss: nan	
11test_auc: 0.9272	test_accuracy: 0.8774	test_loss: nan	
12test_auc: 0.9279	test_accuracy: 0.8822	test_loss: nan	
13test_auc: 0.9321	test_accuracy: 0.8853	test_loss: nan	
14test_auc: 0.9294	test_accuracy: 0.8805	test_loss: nan	
15test_auc: 0.9293	test_accuracy: 0.8817	test_loss: nan	
16test_auc: 0.9284	test_accuracy: 0.8765	test_loss: nan	
17test_auc: 0.9272	test_accuracy: 0.8793	test_loss: nan	
18test_auc: 0.9291	test_accuracy: 0.8813	test_loss: nan	
19test_auc: 0.9294	test_accuracy: 0.8809	test_loss: nan	
20test_auc: 0.9282	test_accuracy: 0.8857	test_loss: nan	
21test_auc: 0.9266	test_accuracy: 0.8790	test_loss: nan	
22test_auc: 0.9318	test_accuracy: 0.8831	test_loss: nan	
23test_auc: 0.9314	test_accuracy: 0.8838	test_loss: nan	
24test_auc: 0.9265	test_accuracy: 0.8847	test_loss: nan	
25test_auc: 0.9280	test_accuracy: 0.8813	test_loss: nan	
26test_auc: 0.9242	test_accuracy: 0.8804	test_loss: nan	
27test_auc: 0.9244	test_accuracy: 0.8761	test_loss: nan	
28test_auc: 0.9277	test_accuracy: 0.8821	test_loss: nan	
29test_auc: 0.9232	test_accuracy: 0.8772	test_loss: nan	
30test_auc: 0.9283	test_accuracy: 0.8822	test_loss: nan	
31test_auc: 0.9206	test_accuracy: 0.8748	test_loss: nan	
32test_auc: 0.9283	test_accuracy: 0.8828	test_loss: nan	
33test_auc: 0.9216	test_accuracy: 0.8794	test_loss: nan	
34test_auc: 0.9182	test_accuracy: 0.8743	test_loss: nan	
35test_auc: 0.9215	test_accuracy: 0.8748	test_loss: nan	
36test_auc: 0.9180	test_accuracy: 0.8757	test_loss: nan	
37test_auc: 0.9299	test_accuracy: 0.8838	test_loss: nan	
38test_auc: 0.9264	test_accuracy: 0.8791	test_loss: nan	
39test_auc: 0.9271	test_accuracy: 0.8758	test_loss: nan	
40test_auc: 0.9253	test_accuracy: 0.8798	test_loss: nan	
41test_auc: 0.9282	test_accuracy: 0.8872	test_loss: nan	
42test_auc: 0.9271	test_accuracy: 0.8835	test_loss: nan	
43test_auc: 0.9216	test_accuracy: 0.8789	test_loss: nan	
44test_auc: 0.9240	test_accuracy: 0.8841	test_loss: nan	
45test_auc: 0.9231	test_accuracy: 0.8744	test_loss: nan	
46test_auc: 0.9263	test_accuracy: 0.8835	test_loss: nan	
47test_auc: 0.9180	test_accuracy: 0.8708	test_loss: nan	
48test_auc: 0.9172	test_accuracy: 0.8711	test_loss: nan	
49test_auc: 0.9273	test_accuracy: 0.8798	test_loss: nan	
50test_auc: 0.9260	test_accuracy: 0.8842	test_loss: nan	
51test_auc: 0.9241	test_accuracy: 0.8853	test_loss: nan	
52test_auc: 0.9280	test_accuracy: 0.8863	test_loss: nan	
53test_auc: 0.9295	test_accuracy: 0.8857	test_loss: nan	
54test_auc: 0.9216	test_accuracy: 0.8768	test_loss: nan	
55test_auc: 0.9290	test_accuracy: 0.8897	test_loss: nan	
56test_auc: 0.9160	test_accuracy: 0.8717	test_loss: nan	
57test_auc: 0.9283	test_accuracy: 0.8875	test_loss: nan	
58test_auc: 0.9286	test_accuracy: 0.8837	test_loss: nan	
59test_auc: 0.9248	test_accuracy: 0.8787	test_loss: nan	
60test_auc: 0.9254	test_accuracy: 0.8830	test_loss: nan	
61test_auc: 0.9212	test_accuracy: 0.8800	test_loss: nan	
62test_auc: 0.9184	test_accuracy: 0.8782	test_loss: nan	
63test_auc: 0.9269	test_accuracy: 0.8838	test_loss: nan	
64test_auc: 0.9314	test_accuracy: 0.8854	test_loss: nan	
65test_auc: 0.9213	test_accuracy: 0.8809	test_loss: nan	
66test_auc: 0.9193	test_accuracy: 0.8782	test_loss: nan	
67test_auc: 0.9235	test_accuracy: 0.8850	test_loss: nan	
68test_auc: 0.9246	test_accuracy: 0.8760	test_loss: nan	
69test_auc: 0.9192	test_accuracy: 0.8797	test_loss: nan	
70test_auc: 0.9234	test_accuracy: 0.8771	test_loss: nan	
71test_auc: 0.9237	test_accuracy: 0.8807	test_loss: nan	
72test_auc: 0.9280	test_accuracy: 0.8889	test_loss: nan	
73test_auc: 0.9329	test_accuracy: 0.8879	test_loss: nan	
74test_auc: 0.9276	test_accuracy: 0.8837	test_loss: nan	
75test_auc: 0.9331	test_accuracy: 0.8887	test_loss: nan	
76test_auc: 0.9249	test_accuracy: 0.8809	test_loss: nan	
77test_auc: 0.9213	test_accuracy: 0.8844	test_loss: nan	
78test_auc: 0.9248	test_accuracy: 0.8875	test_loss: nan	
79test_auc: 0.9249	test_accuracy: 0.8835	test_loss: nan	
80test_auc: 0.9259	test_accuracy: 0.8847	test_loss: nan	
81test_auc: 0.9220	test_accuracy: 0.8832	test_loss: nan	
82test_auc: 0.9241	test_accuracy: 0.8820	test_loss: nan	
83test_auc: 0.9239	test_accuracy: 0.8811	test_loss: nan	
84test_auc: 0.9291	test_accuracy: 0.8868	test_loss: nan	
85test_auc: 0.9175	test_accuracy: 0.8804	test_loss: nan	
86test_auc: 0.9264	test_accuracy: 0.8958	test_loss: nan	
87test_auc: 0.9240	test_accuracy: 0.8864	test_loss: nan	
88test_auc: 0.9218	test_accuracy: 0.8839	test_loss: nan	
89test_auc: 0.9274	test_accuracy: 0.8820	test_loss: nan	
90test_auc: 0.9136	test_accuracy: 0.8760	test_loss: nan	
91test_auc: 0.9209	test_accuracy: 0.8786	test_loss: nan	
92test_auc: 0.9261	test_accuracy: 0.8810	test_loss: nan	
93test_auc: 0.9264	test_accuracy: 0.8833	test_loss: nan	
94test_auc: 0.9151	test_accuracy: 0.8744	test_loss: nan	
95test_auc: 0.9131	test_accuracy: 0.8790	test_loss: nan	
96test_auc: 0.9065	test_accuracy: 0.8752	test_loss: nan	
97test_auc: 0.9186	test_accuracy: 0.8811	test_loss: nan	
98test_auc: 0.9192	test_accuracy: 0.8842	test_loss: nan	
99Epoch 3/20, loss : 0.27374, auc : 0.94909, accuracy : 0.89340
Epoch 3/20, valid auc : 0.91261, valid accuracy : 0.85562
0.9126 to 0.9126
test_auc: 0.5854	test_accuracy: 0.5766	test_loss: 0.6849	
0test_auc: 0.8562	test_accuracy: 0.8231	test_loss: 0.4366	
1test_auc: 0.9143	test_accuracy: 0.8694	test_loss: 0.3471	
2test_auc: 0.9291	test_accuracy: 0.8822	test_loss: 0.3106	
3test_auc: 0.9307	test_accuracy: 0.8860	test_loss: 0.3038	
4test_auc: 0.9283	test_accuracy: 0.8810	test_loss: 0.3085	
5test_auc: 0.9273	test_accuracy: 0.8826	test_loss: 0.3089	
6test_auc: 0.9306	test_accuracy: 0.8831	test_loss: 0.3052	
7test_auc: 0.9322	test_accuracy: 0.8859	test_loss: 0.3000	
8test_auc: 0.9324	test_accuracy: 0.8851	test_loss: 0.3019	
9test_auc: 0.9306	test_accuracy: 0.8818	test_loss: nan	
10test_auc: 0.9278	test_accuracy: 0.8822	test_loss: nan	
11test_auc: 0.9284	test_accuracy: 0.8787	test_loss: nan	
12test_auc: 0.9284	test_accuracy: 0.8836	test_loss: nan	
13test_auc: 0.9331	test_accuracy: 0.8869	test_loss: nan	
14test_auc: 0.9307	test_accuracy: 0.8820	test_loss: nan	
15test_auc: 0.9305	test_accuracy: 0.8831	test_loss: nan	
16test_auc: 0.9295	test_accuracy: 0.8772	test_loss: nan	
17test_auc: 0.9283	test_accuracy: 0.8806	test_loss: nan	
18test_auc: 0.9305	test_accuracy: 0.8832	test_loss: nan	
19test_auc: 0.9305	test_accuracy: 0.8803	test_loss: nan	
20test_auc: 0.9294	test_accuracy: 0.8875	test_loss: nan	
21test_auc: 0.9269	test_accuracy: 0.8794	test_loss: nan	
22test_auc: 0.9326	test_accuracy: 0.8855	test_loss: nan	
23test_auc: 0.9320	test_accuracy: 0.8855	test_loss: nan	
24test_auc: 0.9282	test_accuracy: 0.8846	test_loss: nan	
25test_auc: 0.9285	test_accuracy: 0.8835	test_loss: nan	
26test_auc: 0.9256	test_accuracy: 0.8803	test_loss: nan	
27test_auc: 0.9256	test_accuracy: 0.8772	test_loss: nan	
28test_auc: 0.9284	test_accuracy: 0.8831	test_loss: nan	
29test_auc: 0.9236	test_accuracy: 0.8778	test_loss: nan	
30test_auc: 0.9294	test_accuracy: 0.8826	test_loss: nan	
31test_auc: 0.9212	test_accuracy: 0.8756	test_loss: nan	
32test_auc: 0.9286	test_accuracy: 0.8828	test_loss: nan	
33test_auc: 0.9228	test_accuracy: 0.8810	test_loss: nan	
34test_auc: 0.9196	test_accuracy: 0.8754	test_loss: nan	
35test_auc: 0.9232	test_accuracy: 0.8749	test_loss: nan	
36test_auc: 0.9196	test_accuracy: 0.8746	test_loss: nan	
37test_auc: 0.9311	test_accuracy: 0.8858	test_loss: nan	
38test_auc: 0.9266	test_accuracy: 0.8807	test_loss: nan	
39test_auc: 0.9278	test_accuracy: 0.8778	test_loss: nan	
40test_auc: 0.9258	test_accuracy: 0.8796	test_loss: nan	
41test_auc: 0.9284	test_accuracy: 0.8850	test_loss: nan	
42test_auc: 0.9279	test_accuracy: 0.8838	test_loss: nan	
43test_auc: 0.9225	test_accuracy: 0.8784	test_loss: nan	
44test_auc: 0.9243	test_accuracy: 0.8829	test_loss: nan	
45test_auc: 0.9240	test_accuracy: 0.8735	test_loss: nan	
46test_auc: 0.9282	test_accuracy: 0.8850	test_loss: nan	
47test_auc: 0.9186	test_accuracy: 0.8710	test_loss: nan	
48test_auc: 0.9172	test_accuracy: 0.8705	test_loss: nan	
49test_auc: 0.9274	test_accuracy: 0.8788	test_loss: nan	
50test_auc: 0.9274	test_accuracy: 0.8853	test_loss: nan	
51test_auc: 0.9234	test_accuracy: 0.8877	test_loss: nan	
52test_auc: 0.9305	test_accuracy: 0.8865	test_loss: nan	
53test_auc: 0.9299	test_accuracy: 0.8853	test_loss: nan	
54test_auc: 0.9237	test_accuracy: 0.8781	test_loss: nan	
55test_auc: 0.9293	test_accuracy: 0.8901	test_loss: nan	
56test_auc: 0.9165	test_accuracy: 0.8721	test_loss: nan	
57test_auc: 0.9287	test_accuracy: 0.8880	test_loss: nan	
58test_auc: 0.9299	test_accuracy: 0.8828	test_loss: nan	
59test_auc: 0.9254	test_accuracy: 0.8828	test_loss: nan	
60test_auc: 0.9254	test_accuracy: 0.8839	test_loss: nan	
61test_auc: 0.9214	test_accuracy: 0.8795	test_loss: nan	
62test_auc: 0.9195	test_accuracy: 0.8806	test_loss: nan	
63test_auc: 0.9270	test_accuracy: 0.8836	test_loss: nan	
64test_auc: 0.9316	test_accuracy: 0.8869	test_loss: nan	
65test_auc: 0.9225	test_accuracy: 0.8833	test_loss: nan	
66test_auc: 0.9203	test_accuracy: 0.8799	test_loss: nan	
67test_auc: 0.9246	test_accuracy: 0.8845	test_loss: nan	
68test_auc: 0.9249	test_accuracy: 0.8786	test_loss: nan	
69test_auc: 0.9199	test_accuracy: 0.8797	test_loss: nan	
70test_auc: 0.9232	test_accuracy: 0.8803	test_loss: nan	
71test_auc: 0.9256	test_accuracy: 0.8839	test_loss: nan	
72test_auc: 0.9284	test_accuracy: 0.8875	test_loss: nan	
73test_auc: 0.9326	test_accuracy: 0.8890	test_loss: nan	
74test_auc: 0.9275	test_accuracy: 0.8846	test_loss: nan	
75test_auc: 0.9341	test_accuracy: 0.8893	test_loss: nan	
76test_auc: 0.9257	test_accuracy: 0.8821	test_loss: nan	
77test_auc: 0.9226	test_accuracy: 0.8844	test_loss: nan	
78test_auc: 0.9253	test_accuracy: 0.8863	test_loss: nan	
79test_auc: 0.9262	test_accuracy: 0.8862	test_loss: nan	
80test_auc: 0.9264	test_accuracy: 0.8835	test_loss: nan	
81test_auc: 0.9249	test_accuracy: 0.8838	test_loss: nan	
82test_auc: 0.9249	test_accuracy: 0.8849	test_loss: nan	
83test_auc: 0.9251	test_accuracy: 0.8827	test_loss: nan	
84test_auc: 0.9291	test_accuracy: 0.8900	test_loss: nan	
85test_auc: 0.9182	test_accuracy: 0.8817	test_loss: nan	
86test_auc: 0.9283	test_accuracy: 0.8954	test_loss: nan	
87test_auc: 0.9255	test_accuracy: 0.8844	test_loss: nan	
88test_auc: 0.9235	test_accuracy: 0.8846	test_loss: nan	
89test_auc: 0.9289	test_accuracy: 0.8834	test_loss: nan	
90test_auc: 0.9151	test_accuracy: 0.8757	test_loss: nan	
91test_auc: 0.9231	test_accuracy: 0.8797	test_loss: nan	
92test_auc: 0.9264	test_accuracy: 0.8810	test_loss: nan	
93test_auc: 0.9265	test_accuracy: 0.8840	test_loss: nan	
94test_auc: 0.9158	test_accuracy: 0.8766	test_loss: nan	
95test_auc: 0.9144	test_accuracy: 0.8786	test_loss: nan	
96test_auc: 0.9069	test_accuracy: 0.8741	test_loss: nan	
97test_auc: 0.9213	test_accuracy: 0.8804	test_loss: nan	
98test_auc: 0.9219	test_accuracy: 0.8827	test_loss: nan	
99Epoch 4/20, loss : 0.26647, auc : 0.95211, accuracy : 0.89617
Epoch 4/20, valid auc : 0.91245, valid accuracy : 0.85411
Epoch 5/20, loss : 0.26151, auc : 0.95407, accuracy : 0.89776
Epoch 5/20, valid auc : 0.91147, valid accuracy : 0.85393
Epoch 6/20, loss : 0.25796, auc : 0.95546, accuracy : 0.89868
Epoch 6/20, valid auc : 0.91045, valid accuracy : 0.85383
Epoch 7/20, loss : 0.25498, auc : 0.95661, accuracy : 0.89943
Epoch 7/20, valid auc : 0.90823, valid accuracy : 0.85200
Epoch 8/20, loss : 0.25235, auc : 0.95758, accuracy : 0.90024
Epoch 8/20, valid auc : 0.90715, valid accuracy : 0.85209
Epoch 9/20, loss : 0.24994, auc : 0.95843, accuracy : 0.90111
Epoch 9/20, valid auc : 0.90684, valid accuracy : 0.85309
Epoch 10/20, loss : 0.24804, auc : 0.95912, accuracy : 0.90180
Epoch 10/20, valid auc : 0.90599, valid accuracy : 0.85353
Epoch 11/20, loss : 0.24617, auc : 0.95982, accuracy : 0.90256
Epoch 11/20, valid auc : 0.90480, valid accuracy : 0.85260
Epoch 12/20, loss : 0.24467, auc : 0.96036, accuracy : 0.90305
Epoch 12/20, valid auc : 0.90384, valid accuracy : 0.85255
Epoch 13/20, loss : 0.24338, auc : 0.96081, accuracy : 0.90342
Epoch 13/20, valid auc : 0.90304, valid accuracy : 0.85226
Epoch 14/20, loss : 0.24219, auc : 0.96123, accuracy : 0.90379
Epoch 14/20, valid auc : 0.90200, valid accuracy : 0.85175
Epoch 15/20, loss : 0.24119, auc : 0.96159, accuracy : 0.90414
Epoch 15/20, valid auc : 0.90185, valid accuracy : 0.85265
Epoch 16/20, loss : 0.23999, auc : 0.96201, accuracy : 0.90449
Epoch 16/20, valid auc : 0.90105, valid accuracy : 0.85228
Epoch 17/20, loss : 0.24209, auc : 0.96105, accuracy : 0.90338
Epoch 17/20, valid auc : 0.90080, valid accuracy : 0.85203
Epoch 18/20, loss : 0.23842, auc : 0.96256, accuracy : 0.90510
Epoch 18/20, valid auc : 0.90026, valid accuracy : 0.85216
Epoch 19/20, loss : 0.23747, auc : 0.96288, accuracy : 0.90553
Epoch 19/20, valid auc : 0.89953, valid accuracy : 0.85218
Epoch 20/20, loss : 0.23662, auc : 0.96317, accuracy : 0.90588
Epoch 20/20, valid auc : 0.89952, valid accuracy : 0.85243
best outcome: best epoch: 3.0000
valid_auc: 0.9126	valid_accuracy: 0.8556	valid_loss: 0.3643	
test_auc: 0.9219	test_accuracy: 0.8827	test_loss: nan	
result[0.5854078957618659, 0.8562270939579567, 0.9142593016425438, 0.9290797443947907, 0.9306801317587261, 0.9283096589876327, 0.9272647013112522, 0.9306147571362199, 0.9322220568126681, 0.9324418947880291, 0.9306164547982038, 0.927769507774753, 0.9283909920684642, 0.9283638498123832, 0.9330653819207765, 0.930659579256494, 0.9304646447897169, 0.9295365386505737, 0.9282594501065002, 0.9304708340392254, 0.930494582887644, 0.9293696163836183, 0.9269409281738396, 0.9325552064364052, 0.9319880587211149, 0.9281670246737467, 0.9284617420929056, 0.9255991140368364, 0.9255733645710724, 0.9284277328319583, 0.9236280495201942, 0.9293700350410935, 0.921168614916396, 0.9286252073094559, 0.9227765004037867, 0.9195523087246623, 0.9231945642583257, 0.9195962588425202, 0.9310664618441346, 0.9265639998391036, 0.9277705620183662, 0.9257580938479781, 0.9283740891170287, 0.9278819678524396, 0.9224565180778861, 0.924322087858887, 0.9240010494479989, 0.9281627485025774, 0.9186465972201305, 0.9172374849286457, 0.9274254382579767, 0.9273990608292744, 0.9233641447428391, 0.9305257041254994, 0.9298970000016071, 0.9236538001992042, 0.9293224180706694, 0.9164686243211811, 0.9287187017918594, 0.9299465615107889, 0.9254317159587094, 0.9253754769839144, 0.9213939166035321, 0.9194941274540694, 0.9269985024427368, 0.9316000359121122, 0.9224999830506442, 0.9202783823726992, 0.9246435756144492, 0.9249069139851063, 0.9199106674042681, 0.9231591290392066, 0.9255859118458336, 0.9283947136563878, 0.9325846849596189, 0.9275287467871635, 0.9341450599894228, 0.9257344246164855, 0.9225582342777563, 0.9252894147199457, 0.9262497855359728, 0.926449606551512, 0.9249450677938877, 0.9249189147898186, 0.9250574779397447, 0.9291231680288395, 0.9182467711520672, 0.9282950101637533, 0.9255381841210907, 0.9234508342058241, 0.9289009715767906, 0.915089322774745, 0.9230879311836072, 0.9263606766868288, 0.9265457516951701, 0.9157551936360985, 0.9143637432868744, 0.9068765968572332, 0.9213372626166831, 0.92190091562105]
