Namespace(batch_size=32, data_dir='./data/HDUOJ', data_name='HDUOJ', dataset_type='HDUOJ', decay_epoch=20, final_fc_dim=100, final_lr=1e-05, future_sequence_len=2, generate_files=0, gpu=1, init_lr=0.01, init_std=0.1, learning_trend_embed_dim=200, load='HDUOJ', lr=0.01, lr_decay=0, max_iter=20, maxgradnorm=50.0, memory_key_state_dim=50, memory_size=20, memory_value_state_dim=200, model_type='FINER-AKT', momentum=0.9, n_question=5320, num_attention_heads=4, picture=1, q_embed_dim=50, qa_embed_dim=200, read_dim=100, save='HDUOJ', seed=1, seqlen=100, show=True, similar_user_num=2, test=False, train_test=0, wd=5e-05)Epoch 1/20, loss : 0.30639, auc : 0.93488, accuracy : 0.87452
Epoch 1/20, valid auc : 0.92481, valid accuracy : 0.85832
0.0000 to 0.9248
test_auc: 0.6057	test_accuracy: 0.5836	test_loss: 0.6753	
65test_auc: 0.9355	test_accuracy: 0.8776	test_loss: nan	
66test_auc: 0.9377	test_accuracy: 0.8837	test_loss: nan	
67test_auc: 0.9376	test_accuracy: 0.8794	test_loss: nan	
68test_auc: 0.9407	test_accuracy: 0.8797	test_loss: nan	
69test_auc: 0.9371	test_accuracy: 0.8761	test_loss: nan	
70test_auc: 0.9401	test_accuracy: 0.8795	test_loss: nan	
71test_auc: 0.9402	test_accuracy: 0.8823	test_loss: nan	
72test_auc: 0.9426	test_accuracy: 0.8927	test_loss: nan	
73test_auc: 0.9445	test_accuracy: 0.8888	test_loss: nan	
74test_auc: 0.9429	test_accuracy: 0.8860	test_loss: nan	
75test_auc: 0.9474	test_accuracy: 0.8938	test_loss: nan	
76test_auc: 0.9416	test_accuracy: 0.8812	test_loss: nan	
77test_auc: 0.9424	test_accuracy: 0.8859	test_loss: nan	
78test_auc: 0.9392	test_accuracy: 0.8766	test_loss: nan	
79test_auc: 0.9401	test_accuracy: 0.8736	test_loss: nan	
80test_auc: 0.9430	test_accuracy: 0.8796	test_loss: nan	
81test_auc: 0.9387	test_accuracy: 0.8789	test_loss: nan	
82test_auc: 0.9406	test_accuracy: 0.8824	test_loss: nan	
83test_auc: 0.9367	test_accuracy: 0.8754	test_loss: nan	
84test_auc: 0.9426	test_accuracy: 0.8810	test_loss: nan	
85test_auc: 0.9327	test_accuracy: 0.8729	test_loss: nan	
86test_auc: 0.9412	test_accuracy: 0.8846	test_loss: nan	
87test_auc: 0.9381	test_accuracy: 0.8851	test_loss: nan	
88test_auc: 0.9381	test_accuracy: 0.8843	test_loss: nan	
89test_auc: 0.9427	test_accuracy: 0.8858	test_loss: nan	
90test_auc: 0.9327	test_accuracy: 0.8697	test_loss: nan	
91test_auc: 0.9412	test_accuracy: 0.8797	test_loss: nan	
92test_auc: 0.9405	test_accuracy: 0.8806	test_loss: nan	
93test_auc: 0.9410	test_accuracy: 0.8851	test_loss: nan	
94test_auc: 0.9364	test_accuracy: 0.8766	test_loss: nan	
95test_auc: 0.9361	test_accuracy: 0.8779	test_loss: nan	
96test_auc: 0.9319	test_accuracy: 0.8708	test_loss: nan	
97test_auc: 0.9360	test_accuracy: 0.8819	test_loss: nan	
98test_auc: 0.9399	test_accuracy: 0.8800	test_loss: nan	
99Epoch 2/20, loss : 0.26490, auc : 0.95343, accuracy : 0.89585
Epoch 2/20, valid auc : 0.92742, valid accuracy : 0.86161
0.9248 to 0.9274
test_auc: 0.6095	test_accuracy: 0.5796	test_loss: 0.6790	
0test_auc: 0.8201	test_accuracy: 0.8106	test_loss: 0.4811	
1test_auc: 0.9173	test_accuracy: 0.8605	test_loss: 0.3393	
2test_auc: 0.9368	test_accuracy: 0.8804	test_loss: 0.2977	
3test_auc: 0.9386	test_accuracy: 0.8873	test_loss: 0.2914	
4test_auc: 0.9398	test_accuracy: 0.8874	test_loss: 0.2871	
5test_auc: 0.9402	test_accuracy: 0.8888	test_loss: 0.2852	
6test_auc: 0.9436	test_accuracy: 0.8897	test_loss: 0.2808	
7test_auc: 0.9451	test_accuracy: 0.8942	test_loss: 0.2748	
8test_auc: 0.9451	test_accuracy: 0.8898	test_loss: 0.2789	
9test_auc: 0.9449	test_accuracy: 0.8900	test_loss: nan	
10test_auc: 0.9418	test_accuracy: 0.8883	test_loss: nan	
11test_auc: 0.9433	test_accuracy: 0.8885	test_loss: nan	
12test_auc: 0.9434	test_accuracy: 0.8909	test_loss: nan	
13test_auc: 0.9460	test_accuracy: 0.8936	test_loss: nan	
14test_auc: 0.9463	test_accuracy: 0.8921	test_loss: nan	
15test_auc: 0.9436	test_accuracy: 0.8933	test_loss: nan	
16test_auc: 0.9439	test_accuracy: 0.8878	test_loss: nan	
17test_auc: 0.9423	test_accuracy: 0.8897	test_loss: nan	
18test_auc: 0.9460	test_accuracy: 0.8953	test_loss: nan	
19test_auc: 0.9453	test_accuracy: 0.8878	test_loss: nan	
20test_auc: 0.9452	test_accuracy: 0.8924	test_loss: nan	
21test_auc: 0.9433	test_accuracy: 0.8882	test_loss: nan	
22test_auc: 0.9477	test_accuracy: 0.8945	test_loss: nan	
23test_auc: 0.9473	test_accuracy: 0.8941	test_loss: nan	
24test_auc: 0.9456	test_accuracy: 0.8931	test_loss: nan	
25test_auc: 0.9465	test_accuracy: 0.8928	test_loss: nan	
26test_auc: 0.9409	test_accuracy: 0.8852	test_loss: nan	
27test_auc: 0.9427	test_accuracy: 0.8857	test_loss: nan	
28test_auc: 0.9472	test_accuracy: 0.8923	test_loss: nan	
29test_auc: 0.9399	test_accuracy: 0.8866	test_loss: nan	
30test_auc: 0.9458	test_accuracy: 0.8903	test_loss: nan	
31test_auc: 0.9385	test_accuracy: 0.8821	test_loss: nan	
32test_auc: 0.9430	test_accuracy: 0.8879	test_loss: nan	
33test_auc: 0.9444	test_accuracy: 0.8899	test_loss: nan	
34test_auc: 0.9411	test_accuracy: 0.8818	test_loss: nan	
35test_auc: 0.9412	test_accuracy: 0.8849	test_loss: nan	
36test_auc: 0.9410	test_accuracy: 0.8837	test_loss: nan	
37test_auc: 0.9478	test_accuracy: 0.8905	test_loss: nan	
38test_auc: 0.9455	test_accuracy: 0.8887	test_loss: nan	
39test_auc: 0.9473	test_accuracy: 0.8871	test_loss: nan	
40test_auc: 0.9450	test_accuracy: 0.8861	test_loss: nan	
41test_auc: 0.9473	test_accuracy: 0.8947	test_loss: nan	
42test_auc: 0.9451	test_accuracy: 0.8893	test_loss: nan	
43test_auc: 0.9451	test_accuracy: 0.8927	test_loss: nan	
44test_auc: 0.9427	test_accuracy: 0.8886	test_loss: nan	
45test_auc: 0.9425	test_accuracy: 0.8842	test_loss: nan	
46test_auc: 0.9473	test_accuracy: 0.8925	test_loss: nan	
47test_auc: 0.9388	test_accuracy: 0.8807	test_loss: nan	
48test_auc: 0.9360	test_accuracy: 0.8795	test_loss: nan	
49test_auc: 0.9452	test_accuracy: 0.8877	test_loss: nan	
50test_auc: 0.9435	test_accuracy: 0.8885	test_loss: nan	
51test_auc: 0.9446	test_accuracy: 0.8891	test_loss: nan	
52test_auc: 0.9477	test_accuracy: 0.8941	test_loss: nan	
53test_auc: 0.9452	test_accuracy: 0.8906	test_loss: nan	
54test_auc: 0.9466	test_accuracy: 0.8850	test_loss: nan	
55test_auc: 0.9479	test_accuracy: 0.8939	test_loss: nan	
56test_auc: 0.9377	test_accuracy: 0.8796	test_loss: nan	
57test_auc: 0.9446	test_accuracy: 0.8923	test_loss: nan	
58test_auc: 0.9489	test_accuracy: 0.8895	test_loss: nan	
59test_auc: 0.9435	test_accuracy: 0.8862	test_loss: nan	
60test_auc: 0.9457	test_accuracy: 0.8899	test_loss: nan	
61test_auc: 0.9456	test_accuracy: 0.8891	test_loss: nan	
62test_auc: 0.9416	test_accuracy: 0.8855	test_loss: nan	
63test_auc: 0.9503	test_accuracy: 0.8896	test_loss: nan	
64test_auc: 0.9517	test_accuracy: 0.8977	test_loss: nan	
65test_auc: 0.9389	test_accuracy: 0.8816	test_loss: nan	
66test_auc: 0.9438	test_accuracy: 0.8855	test_loss: nan	
67test_auc: 0.9431	test_accuracy: 0.8842	test_loss: nan	
68test_auc: 0.9446	test_accuracy: 0.8841	test_loss: nan	
69test_auc: 0.9432	test_accuracy: 0.8813	test_loss: nan	
70test_auc: 0.9426	test_accuracy: 0.8843	test_loss: nan	
71test_auc: 0.9439	test_accuracy: 0.8847	test_loss: nan	
72test_auc: 0.9458	test_accuracy: 0.8936	test_loss: nan	
73test_auc: 0.9471	test_accuracy: 0.8907	test_loss: nan	
74test_auc: 0.9448	test_accuracy: 0.8880	test_loss: nan	
75test_auc: 0.9529	test_accuracy: 0.8944	test_loss: nan	
76test_auc: 0.9446	test_accuracy: 0.8832	test_loss: nan	
77test_auc: 0.9462	test_accuracy: 0.8867	test_loss: nan	
78test_auc: 0.9420	test_accuracy: 0.8822	test_loss: nan	
79test_auc: 0.9439	test_accuracy: 0.8799	test_loss: nan	
80test_auc: 0.9455	test_accuracy: 0.8844	test_loss: nan	
81test_auc: 0.9424	test_accuracy: 0.8903	test_loss: nan	
82test_auc: 0.9445	test_accuracy: 0.8867	test_loss: nan	
83test_auc: 0.9415	test_accuracy: 0.8792	test_loss: nan	
84test_auc: 0.9470	test_accuracy: 0.8865	test_loss: nan	
85test_auc: 0.9397	test_accuracy: 0.8771	test_loss: nan	
86test_auc: 0.9457	test_accuracy: 0.8885	test_loss: nan	
87test_auc: 0.9412	test_accuracy: 0.8874	test_loss: nan	
88test_auc: 0.9427	test_accuracy: 0.8890	test_loss: nan	
89test_auc: 0.9458	test_accuracy: 0.8868	test_loss: nan	
90test_auc: 0.9337	test_accuracy: 0.8743	test_loss: nan	
91test_auc: 0.9445	test_accuracy: 0.8828	test_loss: nan	
92test_auc: 0.9436	test_accuracy: 0.8838	test_loss: nan	
93test_auc: 0.9456	test_accuracy: 0.8902	test_loss: nan	
94test_auc: 0.9427	test_accuracy: 0.8806	test_loss: nan	
95test_auc: 0.9401	test_accuracy: 0.8794	test_loss: nan	
96test_auc: 0.9378	test_accuracy: 0.8760	test_loss: nan	
97test_auc: 0.9410	test_accuracy: 0.8819	test_loss: nan	
98test_auc: 0.9430	test_accuracy: 0.8823	test_loss: nan	
99Epoch 3/20, loss : 0.25462, auc : 0.95726, accuracy : 0.89921
Epoch 3/20, valid auc : 0.92778, valid accuracy : 0.86320
0.9274 to 0.9278
test_auc: 0.6144	test_accuracy: 0.5824	test_loss: 0.6695	
0test_auc: 0.8415	test_accuracy: 0.8222	test_loss: 0.4639	
1test_auc: 0.9164	test_accuracy: 0.8612	test_loss: 0.3417	
2test_auc: 0.9364	test_accuracy: 0.8798	test_loss: 0.2961	
3test_auc: 0.9389	test_accuracy: 0.8853	test_loss: 0.2888	
4test_auc: 0.9391	test_accuracy: 0.8852	test_loss: 0.2868	
5test_auc: 0.9393	test_accuracy: 0.8887	test_loss: 0.2853	
6test_auc: 0.9436	test_accuracy: 0.8920	test_loss: 0.2787	
7test_auc: 0.9450	test_accuracy: 0.8949	test_loss: 0.2725	
8test_auc: 0.9450	test_accuracy: 0.8902	test_loss: 0.2768	
9test_auc: 0.9445	test_accuracy: 0.8923	test_loss: nan	
10test_auc: 0.9430	test_accuracy: 0.8895	test_loss: nan	
11test_auc: 0.9442	test_accuracy: 0.8887	test_loss: nan	
12test_auc: 0.9433	test_accuracy: 0.8906	test_loss: nan	
13test_auc: 0.9469	test_accuracy: 0.8938	test_loss: nan	
14test_auc: 0.9467	test_accuracy: 0.8925	test_loss: nan	
15test_auc: 0.9438	test_accuracy: 0.8931	test_loss: nan	
16test_auc: 0.9445	test_accuracy: 0.8885	test_loss: nan	
17test_auc: 0.9419	test_accuracy: 0.8871	test_loss: nan	
18test_auc: 0.9464	test_accuracy: 0.8947	test_loss: nan	
19test_auc: 0.9472	test_accuracy: 0.8879	test_loss: nan	
20test_auc: 0.9460	test_accuracy: 0.8914	test_loss: nan	
21test_auc: 0.9437	test_accuracy: 0.8872	test_loss: nan	
22test_auc: 0.9484	test_accuracy: 0.8949	test_loss: nan	
23test_auc: 0.9484	test_accuracy: 0.8927	test_loss: nan	
24test_auc: 0.9466	test_accuracy: 0.8941	test_loss: nan	
25test_auc: 0.9471	test_accuracy: 0.8938	test_loss: nan	
26test_auc: 0.9423	test_accuracy: 0.8867	test_loss: nan	
27test_auc: 0.9434	test_accuracy: 0.8836	test_loss: nan	
28test_auc: 0.9474	test_accuracy: 0.8905	test_loss: nan	
29test_auc: 0.9425	test_accuracy: 0.8894	test_loss: nan	
30test_auc: 0.9472	test_accuracy: 0.8915	test_loss: nan	
31test_auc: 0.9400	test_accuracy: 0.8826	test_loss: nan	
32test_auc: 0.9442	test_accuracy: 0.8854	test_loss: nan	
33test_auc: 0.9458	test_accuracy: 0.8899	test_loss: nan	
34test_auc: 0.9424	test_accuracy: 0.8819	test_loss: nan	
35test_auc: 0.9427	test_accuracy: 0.8855	test_loss: nan	
36test_auc: 0.9424	test_accuracy: 0.8859	test_loss: nan	
37test_auc: 0.9488	test_accuracy: 0.8915	test_loss: nan	
38test_auc: 0.9472	test_accuracy: 0.8900	test_loss: nan	
39test_auc: 0.9491	test_accuracy: 0.8860	test_loss: nan	
40test_auc: 0.9466	test_accuracy: 0.8866	test_loss: nan	
41test_auc: 0.9478	test_accuracy: 0.8945	test_loss: nan	
42test_auc: 0.9465	test_accuracy: 0.8913	test_loss: nan	
43test_auc: 0.9457	test_accuracy: 0.8939	test_loss: nan	
44test_auc: 0.9443	test_accuracy: 0.8917	test_loss: nan	
45test_auc: 0.9442	test_accuracy: 0.8851	test_loss: nan	
46test_auc: 0.9481	test_accuracy: 0.8947	test_loss: nan	
47test_auc: 0.9401	test_accuracy: 0.8815	test_loss: nan	
48test_auc: 0.9364	test_accuracy: 0.8800	test_loss: nan	
49test_auc: 0.9465	test_accuracy: 0.8870	test_loss: nan	
50test_auc: 0.9446	test_accuracy: 0.8881	test_loss: nan	
51test_auc: 0.9454	test_accuracy: 0.8923	test_loss: nan	
52test_auc: 0.9485	test_accuracy: 0.8957	test_loss: nan	
53test_auc: 0.9466	test_accuracy: 0.8912	test_loss: nan	
54test_auc: 0.9480	test_accuracy: 0.8843	test_loss: nan	
55test_auc: 0.9486	test_accuracy: 0.8954	test_loss: nan	
56test_auc: 0.9391	test_accuracy: 0.8811	test_loss: nan	
57test_auc: 0.9466	test_accuracy: 0.8950	test_loss: nan	
58test_auc: 0.9495	test_accuracy: 0.8910	test_loss: nan	
59test_auc: 0.9448	test_accuracy: 0.8885	test_loss: nan	
60test_auc: 0.9474	test_accuracy: 0.8906	test_loss: nan	
61test_auc: 0.9453	test_accuracy: 0.8891	test_loss: nan	
62test_auc: 0.9423	test_accuracy: 0.8853	test_loss: nan	
63test_auc: 0.9500	test_accuracy: 0.8911	test_loss: nan	
64test_auc: 0.9523	test_accuracy: 0.9016	test_loss: nan	
65test_auc: 0.9405	test_accuracy: 0.8816	test_loss: nan	
66test_auc: 0.9448	test_accuracy: 0.8860	test_loss: nan	
67test_auc: 0.9444	test_accuracy: 0.8878	test_loss: nan	
68test_auc: 0.9462	test_accuracy: 0.8851	test_loss: nan	
69test_auc: 0.9445	test_accuracy: 0.8845	test_loss: nan	
70test_auc: 0.9447	test_accuracy: 0.8859	test_loss: nan	
71test_auc: 0.9461	test_accuracy: 0.8842	test_loss: nan	
72test_auc: 0.9460	test_accuracy: 0.8955	test_loss: nan	
73test_auc: 0.9491	test_accuracy: 0.8938	test_loss: nan	
74test_auc: 0.9461	test_accuracy: 0.8882	test_loss: nan	
75test_auc: 0.9555	test_accuracy: 0.8972	test_loss: nan	
76test_auc: 0.9433	test_accuracy: 0.8864	test_loss: nan	
77test_auc: 0.9486	test_accuracy: 0.8844	test_loss: nan	
78test_auc: 0.9431	test_accuracy: 0.8822	test_loss: nan	
79test_auc: 0.9470	test_accuracy: 0.8841	test_loss: nan	
80test_auc: 0.9486	test_accuracy: 0.8859	test_loss: nan	
81test_auc: 0.9459	test_accuracy: 0.8878	test_loss: nan	
82test_auc: 0.9449	test_accuracy: 0.8886	test_loss: nan	
83test_auc: 0.9431	test_accuracy: 0.8814	test_loss: nan	
84test_auc: 0.9487	test_accuracy: 0.8871	test_loss: nan	
85test_auc: 0.9407	test_accuracy: 0.8774	test_loss: nan	
86test_auc: 0.9471	test_accuracy: 0.8908	test_loss: nan	
87test_auc: 0.9439	test_accuracy: 0.8871	test_loss: nan	
88test_auc: 0.9442	test_accuracy: 0.8914	test_loss: nan	
89test_auc: 0.9451	test_accuracy: 0.8913	test_loss: nan	
90test_auc: 0.9347	test_accuracy: 0.8760	test_loss: nan	
91test_auc: 0.9449	test_accuracy: 0.8853	test_loss: nan	
92test_auc: 0.9451	test_accuracy: 0.8828	test_loss: nan	
93test_auc: 0.9460	test_accuracy: 0.8931	test_loss: nan	
94test_auc: 0.9451	test_accuracy: 0.8809	test_loss: nan	
95test_auc: 0.9401	test_accuracy: 0.8845	test_loss: nan	
96test_auc: 0.9377	test_accuracy: 0.8749	test_loss: nan	
97test_auc: 0.9438	test_accuracy: 0.8845	test_loss: nan	
98test_auc: 0.9444	test_accuracy: 0.8789	test_loss: nan	
99Epoch 4/20, loss : 0.24856, auc : 0.95952, accuracy : 0.90097
Epoch 4/20, valid auc : 0.92812, valid accuracy : 0.86353
0.9278 to 0.9281
test_auc: 0.6159	test_accuracy: 0.5843	test_loss: 0.6660	
0test_auc: 0.8551	test_accuracy: 0.8274	test_loss: 0.4441	
1test_auc: 0.9158	test_accuracy: 0.8617	test_loss: 0.3443	
2test_auc: 0.9357	test_accuracy: 0.8802	test_loss: 0.2975	
3test_auc: 0.9385	test_accuracy: 0.8857	test_loss: 0.2901	
4test_auc: 0.9397	test_accuracy: 0.8856	test_loss: 0.2856	
5test_auc: 0.9392	test_accuracy: 0.8892	test_loss: 0.2856	
6test_auc: 0.9438	test_accuracy: 0.8906	test_loss: 0.2783	
7test_auc: 0.9451	test_accuracy: 0.8939	test_loss: 0.2724	
8test_auc: 0.9453	test_accuracy: 0.8895	test_loss: 0.2758	
9test_auc: 0.9449	test_accuracy: 0.8914	test_loss: nan	
10test_auc: 0.9437	test_accuracy: 0.8917	test_loss: nan	
11test_auc: 0.9441	test_accuracy: 0.8891	test_loss: nan	
12test_auc: 0.9435	test_accuracy: 0.8905	test_loss: nan	
13test_auc: 0.9470	test_accuracy: 0.8941	test_loss: nan	
14test_auc: 0.9464	test_accuracy: 0.8915	test_loss: nan	
15test_auc: 0.9442	test_accuracy: 0.8931	test_loss: nan	
16test_auc: 0.9454	test_accuracy: 0.8891	test_loss: nan	
17test_auc: 0.9421	test_accuracy: 0.8876	test_loss: nan	
18test_auc: 0.9465	test_accuracy: 0.8945	test_loss: nan	
19test_auc: 0.9479	test_accuracy: 0.8881	test_loss: nan	
20test_auc: 0.9462	test_accuracy: 0.8932	test_loss: nan	
21test_auc: 0.9440	test_accuracy: 0.8885	test_loss: nan	
22test_auc: 0.9489	test_accuracy: 0.8934	test_loss: nan	
23test_auc: 0.9490	test_accuracy: 0.8937	test_loss: nan	
24test_auc: 0.9462	test_accuracy: 0.8937	test_loss: nan	
25test_auc: 0.9467	test_accuracy: 0.8932	test_loss: nan	
26test_auc: 0.9432	test_accuracy: 0.8878	test_loss: nan	
27test_auc: 0.9438	test_accuracy: 0.8847	test_loss: nan	
28test_auc: 0.9484	test_accuracy: 0.8899	test_loss: nan	
29test_auc: 0.9428	test_accuracy: 0.8894	test_loss: nan	
30test_auc: 0.9477	test_accuracy: 0.8918	test_loss: nan	
31test_auc: 0.9397	test_accuracy: 0.8832	test_loss: nan	
32test_auc: 0.9453	test_accuracy: 0.8851	test_loss: nan	
33test_auc: 0.9461	test_accuracy: 0.8902	test_loss: nan	
34test_auc: 0.9429	test_accuracy: 0.8841	test_loss: nan	
35test_auc: 0.9436	test_accuracy: 0.8835	test_loss: nan	
36test_auc: 0.9429	test_accuracy: 0.8862	test_loss: nan	
37test_auc: 0.9500	test_accuracy: 0.8928	test_loss: nan	
38test_auc: 0.9477	test_accuracy: 0.8889	test_loss: nan	
39test_auc: 0.9496	test_accuracy: 0.8863	test_loss: nan	
40test_auc: 0.9473	test_accuracy: 0.8879	test_loss: nan	
41test_auc: 0.9485	test_accuracy: 0.8942	test_loss: nan	
42test_auc: 0.9476	test_accuracy: 0.8912	test_loss: nan	
43test_auc: 0.9457	test_accuracy: 0.8934	test_loss: nan	
44test_auc: 0.9449	test_accuracy: 0.8917	test_loss: nan	
45test_auc: 0.9441	test_accuracy: 0.8856	test_loss: nan	
46test_auc: 0.9494	test_accuracy: 0.8936	test_loss: nan	
47test_auc: 0.9415	test_accuracy: 0.8828	test_loss: nan	
48test_auc: 0.9378	test_accuracy: 0.8797	test_loss: nan	
49test_auc: 0.9465	test_accuracy: 0.8883	test_loss: nan	
50test_auc: 0.9448	test_accuracy: 0.8901	test_loss: nan	
51test_auc: 0.9454	test_accuracy: 0.8927	test_loss: nan	
52test_auc: 0.9492	test_accuracy: 0.8947	test_loss: nan	
53test_auc: 0.9478	test_accuracy: 0.8906	test_loss: nan	
54test_auc: 0.9480	test_accuracy: 0.8839	test_loss: nan	
55test_auc: 0.9493	test_accuracy: 0.8962	test_loss: nan	
56test_auc: 0.9401	test_accuracy: 0.8837	test_loss: nan	
57test_auc: 0.9485	test_accuracy: 0.8959	test_loss: nan	
58test_auc: 0.9508	test_accuracy: 0.8926	test_loss: nan	
59test_auc: 0.9453	test_accuracy: 0.8905	test_loss: nan	
60test_auc: 0.9488	test_accuracy: 0.8904	test_loss: nan	
61test_auc: 0.9457	test_accuracy: 0.8891	test_loss: nan	
62test_auc: 0.9433	test_accuracy: 0.8858	test_loss: nan	
63test_auc: 0.9512	test_accuracy: 0.8889	test_loss: nan	
64test_auc: 0.9533	test_accuracy: 0.9001	test_loss: nan	
65test_auc: 0.9421	test_accuracy: 0.8821	test_loss: nan	
66test_auc: 0.9465	test_accuracy: 0.8880	test_loss: nan	
67test_auc: 0.9466	test_accuracy: 0.8868	test_loss: nan	
68test_auc: 0.9462	test_accuracy: 0.8851	test_loss: nan	
69test_auc: 0.9449	test_accuracy: 0.8871	test_loss: nan	
70test_auc: 0.9456	test_accuracy: 0.8867	test_loss: nan	
71test_auc: 0.9481	test_accuracy: 0.8866	test_loss: nan	
72test_auc: 0.9477	test_accuracy: 0.8957	test_loss: nan	
73test_auc: 0.9496	test_accuracy: 0.8915	test_loss: nan	
