Namespace(batch_size=32, data_dir='./data/assist2015', data_name='assist2015', dataset_type='assist2015', decay_epoch=20, final_fc_dim=100, final_lr=1e-05, future_sequence_len=2, generate_files=0, gpu=1, init_lr=0.01, init_std=0.1, learning_trend_embed_dim=200, load='assist2015', lr=0.01, lr_decay=0, max_iter=20, maxgradnorm=50.0, memory_key_state_dim=50, memory_size=20, memory_value_state_dim=200, model_type='FINER-DKVMN', momentum=0.9, n_question=110, num_attention_heads=4, picture=1, q_embed_dim=50, qa_embed_dim=200, read_dim=100, save='assist2015', seed=1, seqlen=200, show=True, similar_user_num=2, test=False, train_test=0, wd=5e-05)Epoch 1/20, loss : 0.45912, auc : 0.79034, accuracy : 0.78259
Epoch 1/20, valid auc : 0.80885, valid accuracy : 0.80036
0.0000 to 0.8088
test_auc: 0.6851	test_accuracy: 0.6564	test_loss: 0.6132	
29test_auc: 0.8104	test_accuracy: 0.8056	test_loss: nan	
30test_auc: 0.8359	test_accuracy: 0.8033	test_loss: nan	
31test_auc: 0.8259	test_accuracy: 0.8141	test_loss: nan	
32test_auc: 0.8227	test_accuracy: 0.7993	test_loss: nan	
33test_auc: 0.8077	test_accuracy: 0.7953	test_loss: nan	
34test_auc: 0.8246	test_accuracy: 0.8057	test_loss: nan	
35test_auc: 0.8165	test_accuracy: 0.8045	test_loss: nan	
36test_auc: 0.8011	test_accuracy: 0.7886	test_loss: nan	
37test_auc: 0.8290	test_accuracy: 0.8009	test_loss: nan	
38test_auc: 0.8115	test_accuracy: 0.7999	test_loss: nan	
39test_auc: 0.8224	test_accuracy: 0.8009	test_loss: nan	
40test_auc: 0.8055	test_accuracy: 0.7956	test_loss: nan	
41test_auc: 0.7933	test_accuracy: 0.7748	test_loss: nan	
42test_auc: 0.8063	test_accuracy: 0.7954	test_loss: nan	
43test_auc: 0.8224	test_accuracy: 0.8132	test_loss: nan	
44test_auc: 0.8253	test_accuracy: 0.8001	test_loss: nan	
45test_auc: 0.8204	test_accuracy: 0.7809	test_loss: nan	
46test_auc: 0.8120	test_accuracy: 0.7914	test_loss: nan	
47test_auc: 0.8030	test_accuracy: 0.7935	test_loss: nan	
48test_auc: 0.8249	test_accuracy: 0.7959	test_loss: nan	
49test_auc: 0.8057	test_accuracy: 0.7876	test_loss: nan	
50test_auc: 0.8111	test_accuracy: 0.7966	test_loss: nan	
51test_auc: 0.8103	test_accuracy: 0.7995	test_loss: nan	
52test_auc: 0.8174	test_accuracy: 0.7938	test_loss: nan	
53test_auc: 0.7950	test_accuracy: 0.7913	test_loss: nan	
54test_auc: 0.8093	test_accuracy: 0.8214	test_loss: nan	
55test_auc: 0.8210	test_accuracy: 0.8127	test_loss: nan	
56test_auc: 0.8083	test_accuracy: 0.8000	test_loss: nan	
57test_auc: 0.7949	test_accuracy: 0.7832	test_loss: nan	
58test_auc: 0.7994	test_accuracy: 0.8036	test_loss: nan	
59test_auc: 0.8146	test_accuracy: 0.7984	test_loss: nan	
60test_auc: 0.8234	test_accuracy: 0.8102	test_loss: nan	
61test_auc: 0.7887	test_accuracy: 0.7907	test_loss: nan	
62test_auc: 0.8082	test_accuracy: 0.8019	test_loss: nan	
63test_auc: 0.8250	test_accuracy: 0.7914	test_loss: nan	
64test_auc: 0.8384	test_accuracy: 0.8258	test_loss: nan	
65test_auc: 0.7806	test_accuracy: 0.7746	test_loss: nan	
66test_auc: 0.7687	test_accuracy: 0.7746	test_loss: nan	
67test_auc: 0.7709	test_accuracy: 0.7852	test_loss: nan	
68test_auc: 0.7934	test_accuracy: 0.7787	test_loss: nan	
69test_auc: 0.7935	test_accuracy: 0.7917	test_loss: nan	
70test_auc: 0.7832	test_accuracy: 0.7860	test_loss: nan	
71test_auc: 0.8301	test_accuracy: 0.7995	test_loss: nan	
72test_auc: 0.7727	test_accuracy: 0.8013	test_loss: nan	
73test_auc: 0.8040	test_accuracy: 0.8005	test_loss: nan	
74test_auc: 0.8150	test_accuracy: 0.8124	test_loss: nan	
75test_auc: 0.8108	test_accuracy: 0.7930	test_loss: nan	
76test_auc: 0.8126	test_accuracy: 0.7884	test_loss: nan	
77test_auc: 0.7812	test_accuracy: 0.7898	test_loss: nan	
78test_auc: 0.7880	test_accuracy: 0.7750	test_loss: nan	
79test_auc: 0.8441	test_accuracy: 0.8125	test_loss: nan	
80test_auc: 0.8268	test_accuracy: 0.8186	test_loss: nan	
81test_auc: 0.8148	test_accuracy: 0.7993	test_loss: nan	
82test_auc: 0.7916	test_accuracy: 0.7891	test_loss: nan	
83test_auc: 0.8384	test_accuracy: 0.8122	test_loss: nan	
84test_auc: 0.8492	test_accuracy: 0.8234	test_loss: nan	
85test_auc: 0.7851	test_accuracy: 0.8089	test_loss: nan	
86test_auc: 0.8122	test_accuracy: 0.8220	test_loss: nan	
87test_auc: 0.7934	test_accuracy: 0.7857	test_loss: nan	
88test_auc: 0.8014	test_accuracy: 0.7714	test_loss: nan	
89test_auc: 0.8102	test_accuracy: 0.7972	test_loss: nan	
90test_auc: 0.8027	test_accuracy: 0.7787	test_loss: nan	
91test_auc: 0.7906	test_accuracy: 0.7905	test_loss: nan	
92test_auc: 0.7788	test_accuracy: 0.7643	test_loss: nan	
93test_auc: 0.8028	test_accuracy: 0.7902	test_loss: nan	
94test_auc: 0.7712	test_accuracy: 0.7494	test_loss: nan	
95test_auc: 0.7522	test_accuracy: 0.7453	test_loss: nan	
96test_auc: 0.7817	test_accuracy: 0.7672	test_loss: nan	
97test_auc: 0.8316	test_accuracy: 0.7947	test_loss: nan	
98test_auc: 0.8107	test_accuracy: 0.7975	test_loss: nan	
99test_auc: 0.8064	test_accuracy: 0.7834	test_loss: nan	
100test_auc: 0.7949	test_accuracy: 0.8051	test_loss: nan	
101test_auc: 0.8080	test_accuracy: 0.8172	test_loss: nan	
102test_auc: 0.8595	test_accuracy: 0.8288	test_loss: nan	
103test_auc: 0.8296	test_accuracy: 0.7778	test_loss: nan	
104test_auc: 0.8021	test_accuracy: 0.7855	test_loss: nan	
105test_auc: 0.7912	test_accuracy: 0.7375	test_loss: nan	
106test_auc: 0.7710	test_accuracy: 0.7485	test_loss: nan	
107test_auc: 0.7775	test_accuracy: 0.7743	test_loss: nan	
108test_auc: 0.8289	test_accuracy: 0.7857	test_loss: nan	
109test_auc: 0.8336	test_accuracy: 0.7542	test_loss: nan	
110test_auc: 0.8475	test_accuracy: 0.8020	test_loss: nan	
111test_auc: 0.8199	test_accuracy: 0.8062	test_loss: nan	
112test_auc: 0.7825	test_accuracy: 0.7367	test_loss: nan	
113test_auc: 0.7995	test_accuracy: 0.8066	test_loss: nan	
114test_auc: 0.8015	test_accuracy: 0.7757	test_loss: nan	
115test_auc: 0.8066	test_accuracy: 0.8022	test_loss: nan	
116test_auc: 0.7678	test_accuracy: 0.7490	test_loss: nan	
117test_auc: 0.7965	test_accuracy: 0.7876	test_loss: nan	
118test_auc: 0.7924	test_accuracy: 0.7579	test_loss: nan	
119test_auc: 0.8795	test_accuracy: 0.8178	test_loss: nan	
120test_auc: 0.8183	test_accuracy: 0.8034	test_loss: nan	
121test_auc: 0.8302	test_accuracy: 0.7783	test_loss: nan	
122test_auc: 0.7341	test_accuracy: 0.7946	test_loss: nan	
123test_auc: 0.7023	test_accuracy: 0.7182	test_loss: nan	
124test_auc: 0.7875	test_accuracy: 0.7824	test_loss: nan	
125test_auc: 0.8189	test_accuracy: 0.7867	test_loss: nan	
126test_auc: 0.8680	test_accuracy: 0.8086	test_loss: nan	
127test_auc: 0.8147	test_accuracy: 0.8424	test_loss: nan	
128test_auc: 0.8146	test_accuracy: 0.7970	test_loss: nan	
129test_auc: 0.7728	test_accuracy: 0.7806	test_loss: nan	
130test_auc: 0.7939	test_accuracy: 0.8042	test_loss: nan	
131test_auc: 0.8239	test_accuracy: 0.7713	test_loss: nan	
132test_auc: 0.8233	test_accuracy: 0.8108	test_loss: nan	
133test_auc: 0.8263	test_accuracy: 0.8011	test_loss: nan	
134test_auc: 0.8515	test_accuracy: 0.8268	test_loss: nan	
135test_auc: 0.8300	test_accuracy: 0.7356	test_loss: nan	
136test_auc: 0.8160	test_accuracy: 0.7647	test_loss: nan	
137test_auc: 0.8102	test_accuracy: 0.7410	test_loss: nan	
138test_auc: 0.8387	test_accuracy: 0.7362	test_loss: nan	
139test_auc: 0.7881	test_accuracy: 0.8148	test_loss: nan	
140test_auc: 0.8010	test_accuracy: 0.8038	test_loss: nan	
141test_auc: 0.7835	test_accuracy: 0.7566	test_loss: nan	
142test_auc: 0.8630	test_accuracy: 0.8311	test_loss: nan	
143test_auc: 0.8669	test_accuracy: 0.8681	test_loss: nan	
144test_auc: 0.8693	test_accuracy: 0.8143	test_loss: nan	
145test_auc: 0.8834	test_accuracy: 0.8444	test_loss: nan	
146test_auc: 0.8525	test_accuracy: 0.8106	test_loss: nan	
147test_auc: 0.8451	test_accuracy: 0.7674	test_loss: nan	
148test_auc: 0.7246	test_accuracy: 0.7519	test_loss: nan	
149test_auc: 0.8826	test_accuracy: 0.7891	test_loss: nan	
150test_auc: 0.8569	test_accuracy: 0.8160	test_loss: nan	
151test_auc: 0.8225	test_accuracy: 0.8374	test_loss: nan	
152test_auc: 0.8133	test_accuracy: 0.8099	test_loss: nan	
153test_auc: 0.8129	test_accuracy: 0.8017	test_loss: nan	
154test_auc: 0.7831	test_accuracy: 0.7368	test_loss: nan	
155test_auc: 0.8295	test_accuracy: 0.7857	test_loss: nan	
156test_auc: 0.7349	test_accuracy: 0.7455	test_loss: nan	
157test_auc: 0.7944	test_accuracy: 0.8019	test_loss: nan	
158test_auc: 0.8397	test_accuracy: 0.7961	test_loss: nan	
159test_auc: 0.7290	test_accuracy: 0.8119	test_loss: nan	
160test_auc: 0.8306	test_accuracy: 0.8061	test_loss: nan	
161test_auc: 0.7656	test_accuracy: 0.7732	test_loss: nan	
162test_auc: 0.8169	test_accuracy: 0.7604	test_loss: nan	
163test_auc: 0.7863	test_accuracy: 0.7708	test_loss: nan	
164test_auc: 0.8656	test_accuracy: 0.7660	test_loss: nan	
165test_auc: 0.8855	test_accuracy: 0.8539	test_loss: nan	
166test_auc: 0.7440	test_accuracy: 0.8046	test_loss: nan	
167test_auc: 0.8227	test_accuracy: 0.7791	test_loss: nan	
168test_auc: 0.8158	test_accuracy: 0.7647	test_loss: nan	
169test_auc: 0.9333	test_accuracy: 0.8795	test_loss: nan	
170test_auc: 0.8524	test_accuracy: 0.8434	test_loss: nan	
171test_auc: 0.8261	test_accuracy: 0.7683	test_loss: nan	
172test_auc: 0.7484	test_accuracy: 0.7805	test_loss: nan	
173test_auc: 0.8610	test_accuracy: 0.8734	test_loss: nan	
174test_auc: 0.8082	test_accuracy: 0.7662	test_loss: nan	
175test_auc: 0.7298	test_accuracy: 0.8026	test_loss: nan	
176test_auc: 0.8675	test_accuracy: 0.8158	test_loss: nan	
177test_auc: 0.9081	test_accuracy: 0.8026	test_loss: nan	
178test_auc: 0.7801	test_accuracy: 0.8400	test_loss: nan	
179test_auc: 0.7356	test_accuracy: 0.7083	test_loss: nan	
180test_auc: 0.8324	test_accuracy: 0.7746	test_loss: nan	
181test_auc: 0.8110	test_accuracy: 0.7857	test_loss: nan	
182test_auc: 0.7761	test_accuracy: 0.8000	test_loss: nan	
183test_auc: 0.7507	test_accuracy: 0.7794	test_loss: nan	
184test_auc: 0.7593	test_accuracy: 0.8209	test_loss: nan	
185test_auc: 0.8201	test_accuracy: 0.7538	test_loss: nan	
186test_auc: 0.8804	test_accuracy: 0.8095	test_loss: nan	
187test_auc: 0.8098	test_accuracy: 0.7541	test_loss: nan	
188test_auc: 0.8275	test_accuracy: 0.8361	test_loss: nan	
189test_auc: 0.8926	test_accuracy: 0.8361	test_loss: nan	
190test_auc: 0.7199	test_accuracy: 0.6949	test_loss: nan	
191test_auc: 0.7737	test_accuracy: 0.8966	test_loss: nan	
192test_auc: 0.7500	test_accuracy: 0.8621	test_loss: nan	
193test_auc: 0.9858	test_accuracy: 0.9286	test_loss: nan	
194test_auc: 0.8313	test_accuracy: 0.7818	test_loss: nan	
195test_auc: 0.8511	test_accuracy: 0.8909	test_loss: nan	
196test_auc: 0.8333	test_accuracy: 0.7547	test_loss: nan	
197test_auc: 0.8793	test_accuracy: 0.8846	test_loss: nan	
198test_auc: 0.9023	test_accuracy: 0.9216	test_loss: nan	
199Epoch 2/20, loss : 0.42134, auc : 0.82735, accuracy : 0.80570
Epoch 2/20, valid auc : 0.81072, valid accuracy : 0.80085
0.8088 to 0.8107
test_auc: 0.6902	test_accuracy: 0.6610	test_loss: 0.6114	
0test_auc: 0.7040	test_accuracy: 0.7287	test_loss: 0.5551	
1test_auc: 0.8957	test_accuracy: 0.8672	test_loss: 0.3203	
2test_auc: 0.7988	test_accuracy: 0.7959	test_loss: 0.4478	
3test_auc: 0.7994	test_accuracy: 0.8096	test_loss: 0.4295	
4test_auc: 0.8596	test_accuracy: 0.8367	test_loss: 0.3641	
5test_auc: 0.8111	test_accuracy: 0.8110	test_loss: 0.4235	
6test_auc: 0.8281	test_accuracy: 0.8081	test_loss: 0.4105	
7test_auc: 0.8380	test_accuracy: 0.8323	test_loss: 0.3804	
8test_auc: 0.8156	test_accuracy: 0.8141	test_loss: 0.4178	
9test_auc: 0.8196	test_accuracy: 0.8082	test_loss: 0.4110	
10test_auc: 0.8274	test_accuracy: 0.8231	test_loss: 0.3919	
11test_auc: 0.8160	test_accuracy: 0.8085	test_loss: 0.4196	
12test_auc: 0.8119	test_accuracy: 0.8016	test_loss: 0.4172	
13test_auc: 0.8311	test_accuracy: 0.8152	test_loss: 0.4093	
14test_auc: 0.8121	test_accuracy: 0.8054	test_loss: nan	
15test_auc: 0.8012	test_accuracy: 0.8040	test_loss: nan	
16test_auc: 0.8146	test_accuracy: 0.8077	test_loss: nan	
17test_auc: 0.8124	test_accuracy: 0.8101	test_loss: nan	
18test_auc: 0.8276	test_accuracy: 0.8132	test_loss: nan	
19test_auc: 0.8289	test_accuracy: 0.8061	test_loss: nan	
20test_auc: 0.8238	test_accuracy: 0.8140	test_loss: nan	
21test_auc: 0.8039	test_accuracy: 0.8066	test_loss: nan	
22test_auc: 0.8364	test_accuracy: 0.8072	test_loss: nan	
23test_auc: 0.8139	test_accuracy: 0.8055	test_loss: nan	
24test_auc: 0.8212	test_accuracy: 0.7981	test_loss: nan	
25test_auc: 0.8054	test_accuracy: 0.7955	test_loss: nan	
26test_auc: 0.8238	test_accuracy: 0.8069	test_loss: nan	
27test_auc: 0.8210	test_accuracy: 0.8076	test_loss: nan	
28test_auc: 0.8072	test_accuracy: 0.8085	test_loss: nan	
29test_auc: 0.8119	test_accuracy: 0.8061	test_loss: nan	
30test_auc: 0.8389	test_accuracy: 0.8057	test_loss: nan	
31test_auc: 0.8277	test_accuracy: 0.8061	test_loss: nan	
32test_auc: 0.8265	test_accuracy: 0.7962	test_loss: nan	
33test_auc: 0.8103	test_accuracy: 0.7916	test_loss: nan	
34test_auc: 0.8272	test_accuracy: 0.7992	test_loss: nan	
35test_auc: 0.8180	test_accuracy: 0.8045	test_loss: nan	
36test_auc: 0.8041	test_accuracy: 0.7915	test_loss: nan	
37test_auc: 0.8314	test_accuracy: 0.8027	test_loss: nan	
38test_auc: 0.8136	test_accuracy: 0.7993	test_loss: nan	
39test_auc: 0.8251	test_accuracy: 0.8002	test_loss: nan	
40test_auc: 0.8050	test_accuracy: 0.7950	test_loss: nan	
41test_auc: 0.7941	test_accuracy: 0.7793	test_loss: nan	
42test_auc: 0.8073	test_accuracy: 0.7907	test_loss: nan	
43test_auc: 0.8303	test_accuracy: 0.8105	test_loss: nan	
44test_auc: 0.8239	test_accuracy: 0.7960	test_loss: nan	
45test_auc: 0.8197	test_accuracy: 0.7866	test_loss: nan	
46test_auc: 0.8137	test_accuracy: 0.7877	test_loss: nan	
47test_auc: 0.8055	test_accuracy: 0.7973	test_loss: nan	
48test_auc: 0.8210	test_accuracy: 0.7913	test_loss: nan	
49test_auc: 0.8025	test_accuracy: 0.7923	test_loss: nan	
50test_auc: 0.8107	test_accuracy: 0.7942	test_loss: nan	
51test_auc: 0.8153	test_accuracy: 0.7971	test_loss: nan	
52test_auc: 0.8183	test_accuracy: 0.7997	test_loss: nan	
53test_auc: 0.7948	test_accuracy: 0.7871	test_loss: nan	
54test_auc: 0.8119	test_accuracy: 0.8214	test_loss: nan	
55test_auc: 0.8278	test_accuracy: 0.8208	test_loss: nan	
56test_auc: 0.8086	test_accuracy: 0.7890	test_loss: nan	
57test_auc: 0.7978	test_accuracy: 0.7804	test_loss: nan	
58test_auc: 0.7976	test_accuracy: 0.7998	test_loss: nan	
59test_auc: 0.8164	test_accuracy: 0.7935	test_loss: nan	
60test_auc: 0.8242	test_accuracy: 0.8082	test_loss: nan	
61test_auc: 0.7885	test_accuracy: 0.7876	test_loss: nan	
62test_auc: 0.8081	test_accuracy: 0.7956	test_loss: nan	
63test_auc: 0.8226	test_accuracy: 0.7914	test_loss: nan	
64test_auc: 0.8411	test_accuracy: 0.8302	test_loss: nan	
65test_auc: 0.7796	test_accuracy: 0.7768	test_loss: nan	
66test_auc: 0.7682	test_accuracy: 0.7712	test_loss: nan	
67test_auc: 0.7753	test_accuracy: 0.7852	test_loss: nan	
68test_auc: 0.7918	test_accuracy: 0.7823	test_loss: nan	
69test_auc: 0.7935	test_accuracy: 0.7905	test_loss: nan	
70test_auc: 0.7886	test_accuracy: 0.7898	test_loss: nan	
71test_auc: 0.8303	test_accuracy: 0.7956	test_loss: nan	
72test_auc: 0.7725	test_accuracy: 0.7881	test_loss: nan	
73test_auc: 0.8106	test_accuracy: 0.7910	test_loss: nan	
74test_auc: 0.8133	test_accuracy: 0.8055	test_loss: nan	
75test_auc: 0.8151	test_accuracy: 0.7902	test_loss: nan	
76test_auc: 0.8119	test_accuracy: 0.7986	test_loss: nan	
77test_auc: 0.7847	test_accuracy: 0.7883	test_loss: nan	
78test_auc: 0.7915	test_accuracy: 0.7766	test_loss: nan	
79test_auc: 0.8449	test_accuracy: 0.8063	test_loss: nan	
80test_auc: 0.8231	test_accuracy: 0.8218	test_loss: nan	
81test_auc: 0.8190	test_accuracy: 0.7993	test_loss: nan	
82test_auc: 0.7961	test_accuracy: 0.7925	test_loss: nan	
83test_auc: 0.8430	test_accuracy: 0.8157	test_loss: nan	
84test_auc: 0.8533	test_accuracy: 0.8306	test_loss: nan	
85test_auc: 0.7819	test_accuracy: 0.8108	test_loss: nan	
86test_auc: 0.8083	test_accuracy: 0.8220	test_loss: nan	
87test_auc: 0.7866	test_accuracy: 0.7780	test_loss: nan	
88test_auc: 0.8051	test_accuracy: 0.7614	test_loss: nan	
89test_auc: 0.8105	test_accuracy: 0.7870	test_loss: nan	
90test_auc: 0.8009	test_accuracy: 0.7724	test_loss: nan	
91test_auc: 0.7813	test_accuracy: 0.7927	test_loss: nan	
92test_auc: 0.7794	test_accuracy: 0.7753	test_loss: nan	
93test_auc: 0.8089	test_accuracy: 0.8036	test_loss: nan	
94test_auc: 0.7678	test_accuracy: 0.7517	test_loss: nan	
95test_auc: 0.7512	test_accuracy: 0.7407	test_loss: nan	
96test_auc: 0.7911	test_accuracy: 0.7601	test_loss: nan	
97test_auc: 0.8310	test_accuracy: 0.7899	test_loss: nan	
98test_auc: 0.8141	test_accuracy: 0.8025	test_loss: nan	
99test_auc: 0.8062	test_accuracy: 0.7859	test_loss: nan	
100test_auc: 0.7964	test_accuracy: 0.8026	test_loss: nan	
101test_auc: 0.8127	test_accuracy: 0.8251	test_loss: nan	
102test_auc: 0.8616	test_accuracy: 0.8207	test_loss: nan	
103test_auc: 0.8240	test_accuracy: 0.7917	test_loss: nan	
104test_auc: 0.7986	test_accuracy: 0.7884	test_loss: nan	
105test_auc: 0.7989	test_accuracy: 0.7463	test_loss: nan	
106test_auc: 0.7752	test_accuracy: 0.7485	test_loss: nan	
107test_auc: 0.7831	test_accuracy: 0.7837	test_loss: nan	
108test_auc: 0.8307	test_accuracy: 0.7987	test_loss: nan	
109test_auc: 0.8311	test_accuracy: 0.7542	test_loss: nan	
110test_auc: 0.8478	test_accuracy: 0.8121	test_loss: nan	
111test_auc: 0.8172	test_accuracy: 0.7924	test_loss: nan	
112test_auc: 0.7832	test_accuracy: 0.7367	test_loss: nan	
113test_auc: 0.8080	test_accuracy: 0.8102	test_loss: nan	
114test_auc: 0.7965	test_accuracy: 0.7794	test_loss: nan	
115test_auc: 0.8107	test_accuracy: 0.7948	test_loss: nan	
116test_auc: 0.7680	test_accuracy: 0.7414	test_loss: nan	
117test_auc: 0.8031	test_accuracy: 0.7799	test_loss: nan	
118test_auc: 0.7847	test_accuracy: 0.7579	test_loss: nan	
119test_auc: 0.8823	test_accuracy: 0.8057	test_loss: nan	
120test_auc: 0.8178	test_accuracy: 0.8120	test_loss: nan	
121test_auc: 0.8255	test_accuracy: 0.7870	test_loss: nan	
122test_auc: 0.7198	test_accuracy: 0.7991	test_loss: nan	
123test_auc: 0.6989	test_accuracy: 0.7227	test_loss: nan	
124test_auc: 0.7977	test_accuracy: 0.7870	test_loss: nan	
125test_auc: 0.8218	test_accuracy: 0.8057	test_loss: nan	
126test_auc: 0.8662	test_accuracy: 0.8038	test_loss: nan	
127test_auc: 0.8199	test_accuracy: 0.8325	test_loss: nan	
128test_auc: 0.8177	test_accuracy: 0.7766	test_loss: nan	
129test_auc: 0.7762	test_accuracy: 0.7704	test_loss: nan	
130test_auc: 0.7996	test_accuracy: 0.7989	test_loss: nan	
131test_auc: 0.8239	test_accuracy: 0.7872	test_loss: nan	
132test_auc: 0.8265	test_accuracy: 0.8216	test_loss: nan	
133test_auc: 0.8326	test_accuracy: 0.8066	test_loss: nan	
134test_auc: 0.8604	test_accuracy: 0.8101	test_loss: nan	
135test_auc: 0.8373	test_accuracy: 0.7529	test_loss: nan	
136test_auc: 0.8144	test_accuracy: 0.7588	test_loss: nan	
137test_auc: 0.8123	test_accuracy: 0.7410	test_loss: nan	
138test_auc: 0.8411	test_accuracy: 0.7301	test_loss: nan	
139test_auc: 0.7848	test_accuracy: 0.8148	test_loss: nan	
140test_auc: 0.8055	test_accuracy: 0.8038	test_loss: nan	
141test_auc: 0.7927	test_accuracy: 0.7500	test_loss: nan	
142test_auc: 0.8625	test_accuracy: 0.8311	test_loss: nan	
143test_auc: 0.8724	test_accuracy: 0.8611	test_loss: nan	
144test_auc: 0.8619	test_accuracy: 0.7714	test_loss: nan	
145test_auc: 0.8700	test_accuracy: 0.8444	test_loss: nan	
146test_auc: 0.8503	test_accuracy: 0.8182	test_loss: nan	
147test_auc: 0.8514	test_accuracy: 0.7674	test_loss: nan	
148test_auc: 0.7425	test_accuracy: 0.7674	test_loss: nan	
149test_auc: 0.8654	test_accuracy: 0.7812	test_loss: nan	
150test_auc: 0.8603	test_accuracy: 0.8480	test_loss: nan	
151test_auc: 0.8197	test_accuracy: 0.8293	test_loss: nan	
152test_auc: 0.7983	test_accuracy: 0.8017	test_loss: nan	
153test_auc: 0.7749	test_accuracy: 0.7931	test_loss: nan	
154test_auc: 0.7546	test_accuracy: 0.7281	test_loss: nan	
155test_auc: 0.8208	test_accuracy: 0.7768	test_loss: nan	
156test_auc: 0.7341	test_accuracy: 0.7727	test_loss: nan	
157test_auc: 0.7953	test_accuracy: 0.7547	test_loss: nan	
158test_auc: 0.8476	test_accuracy: 0.7670	test_loss: nan	
159test_auc: 0.7221	test_accuracy: 0.8119	test_loss: nan	
160test_auc: 0.8393	test_accuracy: 0.8061	test_loss: nan	
161test_auc: 0.7731	test_accuracy: 0.7938	test_loss: nan	
162test_auc: 0.8184	test_accuracy: 0.7708	test_loss: nan	
163test_auc: 0.8000	test_accuracy: 0.7708	test_loss: nan	
164test_auc: 0.8771	test_accuracy: 0.7766	test_loss: nan	
165test_auc: 0.8877	test_accuracy: 0.8539	test_loss: nan	
166test_auc: 0.7724	test_accuracy: 0.8046	test_loss: nan	
167test_auc: 0.8250	test_accuracy: 0.7791	test_loss: nan	
168test_auc: 0.8139	test_accuracy: 0.7647	test_loss: nan	
169test_auc: 0.9304	test_accuracy: 0.8554	test_loss: nan	
170test_auc: 0.8516	test_accuracy: 0.8193	test_loss: nan	
171test_auc: 0.8538	test_accuracy: 0.7561	test_loss: nan	
172test_auc: 0.7538	test_accuracy: 0.7927	test_loss: nan	
173test_auc: 0.8665	test_accuracy: 0.8861	test_loss: nan	
174test_auc: 0.8132	test_accuracy: 0.7792	test_loss: nan	
175test_auc: 0.7382	test_accuracy: 0.8026	test_loss: nan	
176test_auc: 0.8706	test_accuracy: 0.8158	test_loss: nan	
177test_auc: 0.8958	test_accuracy: 0.8026	test_loss: nan	
178test_auc: 0.7942	test_accuracy: 0.8533	test_loss: nan	
179test_auc: 0.7285	test_accuracy: 0.7361	test_loss: nan	
