Namespace(batch_size=32, data_dir='./data/HDUOJ', data_name='HDUOJ', dataset_type='HDUOJ', decay_epoch=20, final_fc_dim=100, final_lr=1e-05, future_sequence_len=2, generate_files=0, gpu=0, init_lr=0.01, init_std=0.1, learning_trend_embed_dim=200, load='HDUOJ', lr=0.01, lr_decay=0, max_iter=20, maxgradnorm=50.0, memory_key_state_dim=50, memory_size=20, memory_value_state_dim=200, model_type='FINER-DKT', momentum=0.9, n_question=5320, num_attention_heads=4, picture=1, q_embed_dim=50, qa_embed_dim=200, read_dim=100, save='HDUOJ', seed=1, seqlen=100, show=True, similar_user_num=2, test=False, train_test=0, wd=5e-05)Epoch 1/20, loss : 0.29731, auc : 0.93892, accuracy : 0.87979
Epoch 1/20, valid auc : 0.92042, valid accuracy : 0.85248
0.0000 to 0.9204
test_auc: 0.6170	test_accuracy: 0.5368	test_loss: 0.6890	
63test_auc: 0.9391	test_accuracy: 0.8816	test_loss: nan	
64test_auc: 0.9423	test_accuracy: 0.8889	test_loss: nan	
65test_auc: 0.9325	test_accuracy: 0.8779	test_loss: nan	
66test_auc: 0.9328	test_accuracy: 0.8784	test_loss: nan	
67test_auc: 0.9363	test_accuracy: 0.8847	test_loss: nan	
68test_auc: 0.9351	test_accuracy: 0.8755	test_loss: nan	
69test_auc: 0.9340	test_accuracy: 0.8824	test_loss: nan	
70test_auc: 0.9338	test_accuracy: 0.8814	test_loss: nan	
71test_auc: 0.9380	test_accuracy: 0.8820	test_loss: nan	
72test_auc: 0.9419	test_accuracy: 0.8897	test_loss: nan	
73test_auc: 0.9435	test_accuracy: 0.8910	test_loss: nan	
74test_auc: 0.9391	test_accuracy: 0.8851	test_loss: nan	
75test_auc: 0.9436	test_accuracy: 0.8944	test_loss: nan	
76test_auc: 0.9377	test_accuracy: 0.8792	test_loss: nan	
77test_auc: 0.9394	test_accuracy: 0.8865	test_loss: nan	
78test_auc: 0.9360	test_accuracy: 0.8860	test_loss: nan	
79test_auc: 0.9359	test_accuracy: 0.8832	test_loss: nan	
80test_auc: 0.9374	test_accuracy: 0.8832	test_loss: nan	
81test_auc: 0.9353	test_accuracy: 0.8841	test_loss: nan	
82test_auc: 0.9400	test_accuracy: 0.8783	test_loss: nan	
83test_auc: 0.9363	test_accuracy: 0.8846	test_loss: nan	
84test_auc: 0.9412	test_accuracy: 0.8906	test_loss: nan	
85test_auc: 0.9333	test_accuracy: 0.8813	test_loss: nan	
86test_auc: 0.9394	test_accuracy: 0.8908	test_loss: nan	
87test_auc: 0.9374	test_accuracy: 0.8884	test_loss: nan	
88test_auc: 0.9362	test_accuracy: 0.8799	test_loss: nan	
89test_auc: 0.9380	test_accuracy: 0.8813	test_loss: nan	
90test_auc: 0.9270	test_accuracy: 0.8704	test_loss: nan	
91test_auc: 0.9330	test_accuracy: 0.8800	test_loss: nan	
92test_auc: 0.9353	test_accuracy: 0.8767	test_loss: nan	
93test_auc: 0.9401	test_accuracy: 0.8880	test_loss: nan	
94test_auc: 0.9327	test_accuracy: 0.8795	test_loss: nan	
95test_auc: 0.9320	test_accuracy: 0.8772	test_loss: nan	
96test_auc: 0.9249	test_accuracy: 0.8693	test_loss: nan	
97test_auc: 0.9341	test_accuracy: 0.8804	test_loss: nan	
98test_auc: 0.9311	test_accuracy: 0.8853	test_loss: nan	
99Epoch 2/20, loss : 0.26620, auc : 0.95279, accuracy : 0.89631
Epoch 2/20, valid auc : 0.92255, valid accuracy : 0.85792
0.9204 to 0.9226
test_auc: 0.6190	test_accuracy: 0.5800	test_loss: 0.6756	
0test_auc: 0.8579	test_accuracy: 0.8187	test_loss: 0.4424	
1test_auc: 0.9177	test_accuracy: 0.8654	test_loss: 0.3418	
2test_auc: 0.9363	test_accuracy: 0.8842	test_loss: 0.2964	
3test_auc: 0.9386	test_accuracy: 0.8880	test_loss: 0.2894	
4test_auc: 0.9385	test_accuracy: 0.8854	test_loss: 0.2899	
5test_auc: 0.9379	test_accuracy: 0.8866	test_loss: 0.2897	
6test_auc: 0.9412	test_accuracy: 0.8879	test_loss: 0.2847	
7test_auc: 0.9419	test_accuracy: 0.8890	test_loss: 0.2826	
8test_auc: 0.9424	test_accuracy: 0.8888	test_loss: 0.2834	
9test_auc: 0.9411	test_accuracy: 0.8852	test_loss: nan	
10test_auc: 0.9397	test_accuracy: 0.8863	test_loss: nan	
11test_auc: 0.9391	test_accuracy: 0.8834	test_loss: nan	
12test_auc: 0.9385	test_accuracy: 0.8863	test_loss: nan	
13test_auc: 0.9421	test_accuracy: 0.8905	test_loss: nan	
14test_auc: 0.9403	test_accuracy: 0.8870	test_loss: nan	
15test_auc: 0.9401	test_accuracy: 0.8884	test_loss: nan	
16test_auc: 0.9391	test_accuracy: 0.8818	test_loss: nan	
17test_auc: 0.9389	test_accuracy: 0.8849	test_loss: nan	
18test_auc: 0.9408	test_accuracy: 0.8907	test_loss: nan	
19test_auc: 0.9412	test_accuracy: 0.8852	test_loss: nan	
20test_auc: 0.9400	test_accuracy: 0.8896	test_loss: nan	
21test_auc: 0.9380	test_accuracy: 0.8831	test_loss: nan	
22test_auc: 0.9429	test_accuracy: 0.8886	test_loss: nan	
23test_auc: 0.9412	test_accuracy: 0.8838	test_loss: nan	
24test_auc: 0.9391	test_accuracy: 0.8900	test_loss: nan	
25test_auc: 0.9383	test_accuracy: 0.8863	test_loss: nan	
26test_auc: 0.9358	test_accuracy: 0.8810	test_loss: nan	
27test_auc: 0.9371	test_accuracy: 0.8799	test_loss: nan	
28test_auc: 0.9385	test_accuracy: 0.8857	test_loss: nan	
29test_auc: 0.9331	test_accuracy: 0.8798	test_loss: nan	
30test_auc: 0.9385	test_accuracy: 0.8848	test_loss: nan	
31test_auc: 0.9312	test_accuracy: 0.8775	test_loss: nan	
32test_auc: 0.9375	test_accuracy: 0.8857	test_loss: nan	
33test_auc: 0.9358	test_accuracy: 0.8840	test_loss: nan	
34test_auc: 0.9305	test_accuracy: 0.8777	test_loss: nan	
35test_auc: 0.9321	test_accuracy: 0.8776	test_loss: nan	
36test_auc: 0.9311	test_accuracy: 0.8772	test_loss: nan	
37test_auc: 0.9411	test_accuracy: 0.8858	test_loss: nan	
38test_auc: 0.9373	test_accuracy: 0.8829	test_loss: nan	
39test_auc: 0.9383	test_accuracy: 0.8808	test_loss: nan	
40test_auc: 0.9351	test_accuracy: 0.8833	test_loss: nan	
41test_auc: 0.9383	test_accuracy: 0.8887	test_loss: nan	
42test_auc: 0.9395	test_accuracy: 0.8850	test_loss: nan	
43test_auc: 0.9353	test_accuracy: 0.8836	test_loss: nan	
44test_auc: 0.9369	test_accuracy: 0.8838	test_loss: nan	
45test_auc: 0.9346	test_accuracy: 0.8777	test_loss: nan	
46test_auc: 0.9394	test_accuracy: 0.8846	test_loss: nan	
47test_auc: 0.9306	test_accuracy: 0.8733	test_loss: nan	
48test_auc: 0.9319	test_accuracy: 0.8713	test_loss: nan	
49test_auc: 0.9378	test_accuracy: 0.8845	test_loss: nan	
50test_auc: 0.9370	test_accuracy: 0.8853	test_loss: nan	
51test_auc: 0.9365	test_accuracy: 0.8837	test_loss: nan	
52test_auc: 0.9395	test_accuracy: 0.8861	test_loss: nan	
53test_auc: 0.9396	test_accuracy: 0.8855	test_loss: nan	
54test_auc: 0.9365	test_accuracy: 0.8802	test_loss: nan	
55test_auc: 0.9424	test_accuracy: 0.8943	test_loss: nan	
56test_auc: 0.9306	test_accuracy: 0.8755	test_loss: nan	
57test_auc: 0.9401	test_accuracy: 0.8897	test_loss: nan	
58test_auc: 0.9429	test_accuracy: 0.8823	test_loss: nan	
59test_auc: 0.9363	test_accuracy: 0.8812	test_loss: nan	
60test_auc: 0.9389	test_accuracy: 0.8828	test_loss: nan	
61test_auc: 0.9367	test_accuracy: 0.8823	test_loss: nan	
62test_auc: 0.9355	test_accuracy: 0.8825	test_loss: nan	
63test_auc: 0.9402	test_accuracy: 0.8826	test_loss: nan	
64test_auc: 0.9434	test_accuracy: 0.8925	test_loss: nan	
65test_auc: 0.9345	test_accuracy: 0.8794	test_loss: nan	
66test_auc: 0.9351	test_accuracy: 0.8819	test_loss: nan	
67test_auc: 0.9368	test_accuracy: 0.8840	test_loss: nan	
68test_auc: 0.9362	test_accuracy: 0.8781	test_loss: nan	
69test_auc: 0.9356	test_accuracy: 0.8861	test_loss: nan	
70test_auc: 0.9360	test_accuracy: 0.8827	test_loss: nan	
71test_auc: 0.9396	test_accuracy: 0.8847	test_loss: nan	
72test_auc: 0.9443	test_accuracy: 0.8947	test_loss: nan	
73test_auc: 0.9446	test_accuracy: 0.8924	test_loss: nan	
74test_auc: 0.9398	test_accuracy: 0.8863	test_loss: nan	
75test_auc: 0.9467	test_accuracy: 0.8950	test_loss: nan	
76test_auc: 0.9396	test_accuracy: 0.8829	test_loss: nan	
77test_auc: 0.9400	test_accuracy: 0.8911	test_loss: nan	
78test_auc: 0.9374	test_accuracy: 0.8843	test_loss: nan	
79test_auc: 0.9366	test_accuracy: 0.8826	test_loss: nan	
80test_auc: 0.9396	test_accuracy: 0.8826	test_loss: nan	
81test_auc: 0.9359	test_accuracy: 0.8893	test_loss: nan	
82test_auc: 0.9410	test_accuracy: 0.8805	test_loss: nan	
83test_auc: 0.9375	test_accuracy: 0.8802	test_loss: nan	
84test_auc: 0.9423	test_accuracy: 0.8906	test_loss: nan	
85test_auc: 0.9350	test_accuracy: 0.8810	test_loss: nan	
86test_auc: 0.9409	test_accuracy: 0.8938	test_loss: nan	
87test_auc: 0.9384	test_accuracy: 0.8884	test_loss: nan	
88test_auc: 0.9367	test_accuracy: 0.8843	test_loss: nan	
89test_auc: 0.9386	test_accuracy: 0.8820	test_loss: nan	
90test_auc: 0.9297	test_accuracy: 0.8701	test_loss: nan	
91test_auc: 0.9346	test_accuracy: 0.8832	test_loss: nan	
92test_auc: 0.9372	test_accuracy: 0.8810	test_loss: nan	
93test_auc: 0.9408	test_accuracy: 0.8844	test_loss: nan	
94test_auc: 0.9320	test_accuracy: 0.8751	test_loss: nan	
95test_auc: 0.9330	test_accuracy: 0.8790	test_loss: nan	
96test_auc: 0.9272	test_accuracy: 0.8734	test_loss: nan	
97test_auc: 0.9361	test_accuracy: 0.8837	test_loss: nan	
98test_auc: 0.9332	test_accuracy: 0.8872	test_loss: nan	
99Epoch 3/20, loss : 0.25847, auc : 0.95568, accuracy : 0.89951
Epoch 3/20, valid auc : 0.92358, valid accuracy : 0.86006
0.9226 to 0.9236
test_auc: 0.6231	test_accuracy: 0.5561	test_loss: 0.6834	
0test_auc: 0.8568	test_accuracy: 0.8160	test_loss: 0.4544	
1test_auc: 0.9186	test_accuracy: 0.8670	test_loss: 0.3395	
2test_auc: 0.9369	test_accuracy: 0.8855	test_loss: 0.2963	
3test_auc: 0.9392	test_accuracy: 0.8879	test_loss: 0.2893	
4test_auc: 0.9394	test_accuracy: 0.8861	test_loss: 0.2890	
5test_auc: 0.9383	test_accuracy: 0.8880	test_loss: 0.2903	
6test_auc: 0.9419	test_accuracy: 0.8888	test_loss: 0.2844	
7test_auc: 0.9427	test_accuracy: 0.8913	test_loss: 0.2822	
8test_auc: 0.9431	test_accuracy: 0.8889	test_loss: 0.2833	
9test_auc: 0.9418	test_accuracy: 0.8871	test_loss: nan	
10test_auc: 0.9404	test_accuracy: 0.8888	test_loss: nan	
11test_auc: 0.9398	test_accuracy: 0.8847	test_loss: nan	
12test_auc: 0.9393	test_accuracy: 0.8881	test_loss: nan	
13test_auc: 0.9430	test_accuracy: 0.8912	test_loss: nan	
14test_auc: 0.9411	test_accuracy: 0.8876	test_loss: nan	
15test_auc: 0.9409	test_accuracy: 0.8892	test_loss: nan	
16test_auc: 0.9398	test_accuracy: 0.8829	test_loss: nan	
17test_auc: 0.9396	test_accuracy: 0.8862	test_loss: nan	
18test_auc: 0.9414	test_accuracy: 0.8919	test_loss: nan	
19test_auc: 0.9423	test_accuracy: 0.8863	test_loss: nan	
20test_auc: 0.9410	test_accuracy: 0.8936	test_loss: nan	
21test_auc: 0.9391	test_accuracy: 0.8835	test_loss: nan	
22test_auc: 0.9436	test_accuracy: 0.8910	test_loss: nan	
23test_auc: 0.9416	test_accuracy: 0.8866	test_loss: nan	
24test_auc: 0.9400	test_accuracy: 0.8899	test_loss: nan	
25test_auc: 0.9388	test_accuracy: 0.8861	test_loss: nan	
26test_auc: 0.9364	test_accuracy: 0.8820	test_loss: nan	
27test_auc: 0.9381	test_accuracy: 0.8823	test_loss: nan	
28test_auc: 0.9397	test_accuracy: 0.8876	test_loss: nan	
29test_auc: 0.9344	test_accuracy: 0.8825	test_loss: nan	
30test_auc: 0.9388	test_accuracy: 0.8861	test_loss: nan	
31test_auc: 0.9317	test_accuracy: 0.8787	test_loss: nan	
32test_auc: 0.9378	test_accuracy: 0.8872	test_loss: nan	
33test_auc: 0.9366	test_accuracy: 0.8854	test_loss: nan	
34test_auc: 0.9315	test_accuracy: 0.8766	test_loss: nan	
35test_auc: 0.9330	test_accuracy: 0.8789	test_loss: nan	
36test_auc: 0.9323	test_accuracy: 0.8790	test_loss: nan	
37test_auc: 0.9418	test_accuracy: 0.8878	test_loss: nan	
38test_auc: 0.9391	test_accuracy: 0.8854	test_loss: nan	
39test_auc: 0.9398	test_accuracy: 0.8815	test_loss: nan	
40test_auc: 0.9360	test_accuracy: 0.8846	test_loss: nan	
41test_auc: 0.9396	test_accuracy: 0.8887	test_loss: nan	
42test_auc: 0.9404	test_accuracy: 0.8866	test_loss: nan	
43test_auc: 0.9360	test_accuracy: 0.8824	test_loss: nan	
44test_auc: 0.9376	test_accuracy: 0.8832	test_loss: nan	
45test_auc: 0.9356	test_accuracy: 0.8782	test_loss: nan	
46test_auc: 0.9402	test_accuracy: 0.8875	test_loss: nan	
47test_auc: 0.9317	test_accuracy: 0.8723	test_loss: nan	
48test_auc: 0.9329	test_accuracy: 0.8726	test_loss: nan	
49test_auc: 0.9387	test_accuracy: 0.8874	test_loss: nan	
50test_auc: 0.9382	test_accuracy: 0.8875	test_loss: nan	
51test_auc: 0.9376	test_accuracy: 0.8845	test_loss: nan	
52test_auc: 0.9404	test_accuracy: 0.8867	test_loss: nan	
53test_auc: 0.9406	test_accuracy: 0.8871	test_loss: nan	
54test_auc: 0.9372	test_accuracy: 0.8804	test_loss: nan	
55test_auc: 0.9431	test_accuracy: 0.8939	test_loss: nan	
56test_auc: 0.9321	test_accuracy: 0.8749	test_loss: nan	
57test_auc: 0.9408	test_accuracy: 0.8926	test_loss: nan	
58test_auc: 0.9439	test_accuracy: 0.8846	test_loss: nan	
59test_auc: 0.9375	test_accuracy: 0.8832	test_loss: nan	
60test_auc: 0.9397	test_accuracy: 0.8849	test_loss: nan	
61test_auc: 0.9379	test_accuracy: 0.8844	test_loss: nan	
62test_auc: 0.9357	test_accuracy: 0.8836	test_loss: nan	
63test_auc: 0.9414	test_accuracy: 0.8838	test_loss: nan	
64test_auc: 0.9446	test_accuracy: 0.8930	test_loss: nan	
65test_auc: 0.9351	test_accuracy: 0.8799	test_loss: nan	
66test_auc: 0.9362	test_accuracy: 0.8782	test_loss: nan	
67test_auc: 0.9377	test_accuracy: 0.8858	test_loss: nan	
68test_auc: 0.9377	test_accuracy: 0.8781	test_loss: nan	
69test_auc: 0.9380	test_accuracy: 0.8858	test_loss: nan	
70test_auc: 0.9378	test_accuracy: 0.8840	test_loss: nan	
71test_auc: 0.9411	test_accuracy: 0.8847	test_loss: nan	
72test_auc: 0.9455	test_accuracy: 0.8952	test_loss: nan	
73test_auc: 0.9459	test_accuracy: 0.8921	test_loss: nan	
74test_auc: 0.9402	test_accuracy: 0.8882	test_loss: nan	
75test_auc: 0.9473	test_accuracy: 0.8961	test_loss: nan	
76test_auc: 0.9404	test_accuracy: 0.8844	test_loss: nan	
77test_auc: 0.9415	test_accuracy: 0.8932	test_loss: nan	
78test_auc: 0.9387	test_accuracy: 0.8854	test_loss: nan	
79test_auc: 0.9371	test_accuracy: 0.8853	test_loss: nan	
80test_auc: 0.9418	test_accuracy: 0.8838	test_loss: nan	
81test_auc: 0.9382	test_accuracy: 0.8881	test_loss: nan	
82test_auc: 0.9407	test_accuracy: 0.8814	test_loss: nan	
83test_auc: 0.9390	test_accuracy: 0.8833	test_loss: nan	
84test_auc: 0.9435	test_accuracy: 0.8900	test_loss: nan	
85test_auc: 0.9370	test_accuracy: 0.8813	test_loss: nan	
86test_auc: 0.9427	test_accuracy: 0.8951	test_loss: nan	
87test_auc: 0.9396	test_accuracy: 0.8894	test_loss: nan	
88test_auc: 0.9384	test_accuracy: 0.8853	test_loss: nan	
89test_auc: 0.9402	test_accuracy: 0.8848	test_loss: nan	
90test_auc: 0.9315	test_accuracy: 0.8701	test_loss: nan	
91test_auc: 0.9356	test_accuracy: 0.8807	test_loss: nan	
92test_auc: 0.9395	test_accuracy: 0.8813	test_loss: nan	
93test_auc: 0.9422	test_accuracy: 0.8862	test_loss: nan	
94test_auc: 0.9333	test_accuracy: 0.8759	test_loss: nan	
95test_auc: 0.9348	test_accuracy: 0.8812	test_loss: nan	
96test_auc: 0.9287	test_accuracy: 0.8741	test_loss: nan	
97test_auc: 0.9368	test_accuracy: 0.8837	test_loss: nan	
98test_auc: 0.9356	test_accuracy: 0.8872	test_loss: nan	
99Epoch 4/20, loss : 0.25272, auc : 0.95779, accuracy : 0.90180
Epoch 4/20, valid auc : 0.92454, valid accuracy : 0.86112
0.9236 to 0.9245
test_auc: 0.6236	test_accuracy: 0.5549	test_loss: 0.6831	
0test_auc: 0.8563	test_accuracy: 0.8106	test_loss: 0.4636	
1test_auc: 0.9202	test_accuracy: 0.8673	test_loss: 0.3357	
2test_auc: 0.9375	test_accuracy: 0.8859	test_loss: 0.2948	
3test_auc: 0.9400	test_accuracy: 0.8884	test_loss: 0.2882	
4test_auc: 0.9399	test_accuracy: 0.8867	test_loss: 0.2884	
5test_auc: 0.9388	test_accuracy: 0.8888	test_loss: 0.2898	
6test_auc: 0.9424	test_accuracy: 0.8878	test_loss: 0.2837	
7test_auc: 0.9432	test_accuracy: 0.8917	test_loss: 0.2812	
8test_auc: 0.9436	test_accuracy: 0.8889	test_loss: 0.2833	
9test_auc: 0.9424	test_accuracy: 0.8872	test_loss: nan	
10test_auc: 0.9408	test_accuracy: 0.8890	test_loss: nan	
11test_auc: 0.9401	test_accuracy: 0.8858	test_loss: nan	
12test_auc: 0.9397	test_accuracy: 0.8882	test_loss: nan	
13test_auc: 0.9435	test_accuracy: 0.8914	test_loss: nan	
14test_auc: 0.9419	test_accuracy: 0.8878	test_loss: nan	
15test_auc: 0.9415	test_accuracy: 0.8902	test_loss: nan	
16test_auc: 0.9403	test_accuracy: 0.8832	test_loss: nan	
17test_auc: 0.9401	test_accuracy: 0.8861	test_loss: nan	
18test_auc: 0.9420	test_accuracy: 0.8925	test_loss: nan	
19test_auc: 0.9432	test_accuracy: 0.8873	test_loss: nan	
20test_auc: 0.9416	test_accuracy: 0.8935	test_loss: nan	
21test_auc: 0.9397	test_accuracy: 0.8845	test_loss: nan	
22test_auc: 0.9443	test_accuracy: 0.8917	test_loss: nan	
23test_auc: 0.9422	test_accuracy: 0.8870	test_loss: nan	
24test_auc: 0.9405	test_accuracy: 0.8901	test_loss: nan	
25test_auc: 0.9392	test_accuracy: 0.8858	test_loss: nan	
26test_auc: 0.9371	test_accuracy: 0.8830	test_loss: nan	
27test_auc: 0.9389	test_accuracy: 0.8825	test_loss: nan	
28test_auc: 0.9407	test_accuracy: 0.8885	test_loss: nan	
29test_auc: 0.9348	test_accuracy: 0.8825	test_loss: nan	
30test_auc: 0.9396	test_accuracy: 0.8866	test_loss: nan	
31test_auc: 0.9330	test_accuracy: 0.8799	test_loss: nan	
32test_auc: 0.9384	test_accuracy: 0.8866	test_loss: nan	
33test_auc: 0.9365	test_accuracy: 0.8866	test_loss: nan	
34test_auc: 0.9323	test_accuracy: 0.8775	test_loss: nan	
35test_auc: 0.9327	test_accuracy: 0.8789	test_loss: nan	
36test_auc: 0.9335	test_accuracy: 0.8799	test_loss: nan	
37test_auc: 0.9421	test_accuracy: 0.8868	test_loss: nan	
38test_auc: 0.9394	test_accuracy: 0.8865	test_loss: nan	
39test_auc: 0.9409	test_accuracy: 0.8844	test_loss: nan	
40test_auc: 0.9371	test_accuracy: 0.8862	test_loss: nan	
41test_auc: 0.9407	test_accuracy: 0.8907	test_loss: nan	
42test_auc: 0.9408	test_accuracy: 0.8857	test_loss: nan	
43test_auc: 0.9364	test_accuracy: 0.8869	test_loss: nan	
44test_auc: 0.9381	test_accuracy: 0.8841	test_loss: nan	
45test_auc: 0.9362	test_accuracy: 0.8796	test_loss: nan	
46test_auc: 0.9410	test_accuracy: 0.8883	test_loss: nan	
47test_auc: 0.9330	test_accuracy: 0.8763	test_loss: nan	
48test_auc: 0.9335	test_accuracy: 0.8747	test_loss: nan	
49test_auc: 0.9391	test_accuracy: 0.8872	test_loss: nan	
50test_auc: 0.9391	test_accuracy: 0.8885	test_loss: nan	
51test_auc: 0.9382	test_accuracy: 0.8865	test_loss: nan	
52test_auc: 0.9407	test_accuracy: 0.8872	test_loss: nan	
53test_auc: 0.9415	test_accuracy: 0.8867	test_loss: nan	
54test_auc: 0.9378	test_accuracy: 0.8818	test_loss: nan	
55test_auc: 0.9429	test_accuracy: 0.8950	test_loss: nan	
56test_auc: 0.9325	test_accuracy: 0.8760	test_loss: nan	
57test_auc: 0.9408	test_accuracy: 0.8928	test_loss: nan	
58test_auc: 0.9451	test_accuracy: 0.8846	test_loss: nan	
59test_auc: 0.9376	test_accuracy: 0.8823	test_loss: nan	
60test_auc: 0.9407	test_accuracy: 0.8874	test_loss: nan	
61test_auc: 0.9383	test_accuracy: 0.8854	test_loss: nan	
62test_auc: 0.9367	test_accuracy: 0.8851	test_loss: nan	
63test_auc: 0.9421	test_accuracy: 0.8872	test_loss: nan	
64test_auc: 0.9450	test_accuracy: 0.8925	test_loss: nan	
65test_auc: 0.9356	test_accuracy: 0.8794	test_loss: nan	
66test_auc: 0.9366	test_accuracy: 0.8809	test_loss: nan	
67test_auc: 0.9390	test_accuracy: 0.8868	test_loss: nan	
68test_auc: 0.9385	test_accuracy: 0.8815	test_loss: nan	
69test_auc: 0.9392	test_accuracy: 0.8866	test_loss: nan	
70test_auc: 0.9384	test_accuracy: 0.8846	test_loss: nan	
71test_auc: 0.9418	test_accuracy: 0.8863	test_loss: nan	
72test_auc: 0.9453	test_accuracy: 0.8957	test_loss: nan	
73test_auc: 0.9453	test_accuracy: 0.8921	test_loss: nan	
